,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,play_type,rush_attempt,rusher,rushing_yards,rush_touchdown,pass_attempt,complete_pass,passer,passing_yards,pass_touchdown,receiver,receiving_yards,first_down,touchdown
14512,KC,3.0,6,1,8,6,1.0,pass,0,,,0,1,1,P.Mahomes,6.0,1,T.Hill,6.0,1,1
14513,NYG,1.0,10,1,8,75,0.0,pass,0,,,0,1,0,D.Jones,,0,J.Ross,,0,0
14514,NYG,2.0,10,1,8,75,0.0,run,1,D.Booker,0.0,0,0,0,,,0,,,0,0
14515,NYG,3.0,10,1,8,75,0.0,pass,0,,,0,1,1,D.Jones,5.0,0,D.Booker,5.0,0,0
14516,KC,1.0,10,1,8,75,0.0,run,1,Da.Williams,4.0,0,0,0,,,0,,,0,0
14517,KC,2.0,6,1,8,71,0.0,pass,0,,,0,1,0,P.Mahomes,,0,B.Bell,,0,0
14518,KC,3.0,6,1,8,71,0.0,pass,0,,,0,1,1,P.Mahomes,6.0,0,T.Hill,6.0,1,0
14519,KC,1.0,10,1,8,65,0.0,pass,0,,,0,1,0,P.Mahomes,,0,,,0,0
14520,KC,2.0,10,1,8,65,0.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Kelce,,0,0
14521,KC,3.0,10,1,8,65,0.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Hill,,0,0
14522,NYG,1.0,10,1,8,85,1.0,run,1,,2.0,0,0,0,D.Jones,,0,,,0,0
14523,NYG,2.0,8,1,8,83,1.0,run,1,D.Booker,-3.0,0,0,0,,,0,,,0,0
14524,NYG,3.0,11,1,8,86,1.0,pass,0,,,0,1,1,D.Jones,50.0,0,J.Ross,50.0,1,0
14525,NYG,1.0,10,1,8,36,1.0,pass,0,,,0,1,1,K.Toney,19.0,0,S.Shepard,19.0,1,0
14526,NYG,1.0,10,1,8,17,1.0,run,1,D.Booker,11.0,0,0,0,,,0,,,1,0
14527,NYG,1.0,6,1,8,6,1.0,run,1,D.Booker,2.0,0,0,0,,,0,,,0,0
14528,NYG,2.0,4,2,8,4,1.0,pass,0,,,0,1,0,D.Jones,,0,S.Shepard,,0,0
14529,NYG,3.0,4,2,8,4,1.0,pass,0,,,0,1,1,D.Jones,3.0,0,S.Shepard,3.0,0,0
14530,NYG,4.0,1,2,8,1,1.0,pass,0,,,0,1,1,D.Jones,1.0,1,K.Rudolph,1.0,1,1
14531,KC,1.0,10,2,8,75,0.0,run,1,Da.Williams,2.0,0,0,0,,,0,,,0,0
14532,KC,2.0,8,2,8,73,0.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Hill,,0,0
14533,KC,3.0,8,2,8,73,0.0,pass,0,,,0,1,0,P.Mahomes,,0,,,0,0
14534,NYG,1.0,10,2,8,85,0.0,run,1,D.Booker,2.0,0,0,0,,,0,,,0,0
14535,NYG,2.0,8,2,8,83,0.0,pass,0,,,0,1,0,D.Jones,,0,S.Shepard,,0,0
14536,NYG,3.0,8,2,8,83,0.0,pass,0,,,0,1,0,D.Jones,,0,S.Shepard,,0,0
14537,KC,1.0,10,2,8,68,1.0,pass,0,,,0,1,1,P.Mahomes,7.0,0,Da.Williams,7.0,0,0
14538,KC,2.0,3,2,8,61,1.0,run,1,D.Gore,4.0,0,0,0,,,0,,,1,0
14539,KC,1.0,10,2,8,57,1.0,pass,0,,,0,1,1,P.Mahomes,11.0,0,T.Hill,11.0,1,0
14540,KC,1.0,10,2,8,46,1.0,run,1,D.Gore,4.0,0,0,0,,,0,,,0,0
14541,KC,2.0,6,2,8,42,1.0,pass,0,,,0,1,0,P.Mahomes,,0,B.Pringle,,0,0
14542,KC,3.0,6,2,8,42,1.0,pass,0,,,0,1,1,P.Mahomes,9.0,0,T.Hill,9.0,1,0
14543,KC,1.0,10,2,8,33,1.0,run,1,D.Gore,9.0,0,0,0,,,0,,,0,0
14544,KC,2.0,1,2,8,24,1.0,run,1,D.Gore,7.0,0,0,0,,,0,,,1,0
14545,KC,1.0,10,2,8,17,1.0,run,1,D.Gore,5.0,0,0,0,,,0,,,0,0
14546,KC,2.0,5,2,8,12,1.0,run,1,D.Gore,9.0,0,0,0,,,0,,,1,0
14547,KC,1.0,3,2,8,3,1.0,run,1,D.Gore,3.0,1,0,0,,,0,,,1,1
14548,NYG,1.0,10,2,8,91,1.0,pass,0,,,0,1,1,D.Jones,11.0,0,K.Rudolph,11.0,1,0
14549,NYG,1.0,10,2,8,80,1.0,pass,0,,,0,1,1,D.Jones,1.0,0,S.Shepard,1.0,0,0
14550,NYG,2.0,9,2,8,79,1.0,pass,0,,,0,1,1,D.Jones,12.0,0,D.Booker,12.0,1,0
14551,NYG,1.0,10,2,8,67,1.0,pass,0,,,0,1,1,D.Jones,41.0,0,D.Booker,41.0,1,0
14552,NYG,1.0,10,2,8,13,1.0,pass,0,,,0,1,0,D.Jones,,0,,,0,0
14553,NYG,2.0,10,2,8,13,1.0,run,1,D.Jones,6.0,0,0,0,,,0,,,0,0
14554,NYG,3.0,4,2,8,7,1.0,pass,0,,,0,1,1,D.Jones,2.0,0,S.Shepard,2.0,0,0
14555,KC,1.0,10,2,8,75,0.0,pass,0,,,0,1,1,P.Mahomes,17.0,0,Da.Williams,17.0,1,0
14556,KC,1.0,10,2,8,58,0.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Hill,,0,0
14557,KC,2.0,10,2,8,58,0.0,pass,0,,,0,1,0,P.Mahomes,,0,,,0,0
14558,KC,3.0,15,2,8,63,0.0,pass,0,,,0,1,0,P.Mahomes,,0,M.Hardman,,0,0
14559,NYG,1.0,10,2,8,74,0.0,pass,0,,,0,1,1,D.Jones,5.0,0,K.Toney,5.0,0,0
14560,NYG,2.0,5,2,8,69,0.0,pass,0,,,0,1,1,D.Jones,4.0,0,D.Booker,4.0,0,0
14561,NYG,3.0,1,2,8,65,0.0,run,1,D.Booker,2.0,0,0,0,,,0,,,1,0
14562,NYG,1.0,25,2,8,70,0.0,run,1,D.Booker,14.0,0,0,0,,,0,,,0,0
14563,NYG,1.0,10,3,8,75,0.0,run,1,D.Booker,5.0,0,0,0,,,0,,,0,0
14564,NYG,2.0,5,3,8,70,0.0,run,1,D.Booker,4.0,0,0,0,,,0,,,0,0
14565,NYG,3.0,1,3,8,66,0.0,run,1,D.Jones,0.0,0,0,0,,,0,,,0,0
14566,KC,1.0,10,3,8,92,0.0,pass,0,,,0,1,1,P.Mahomes,9.0,0,T.Hill,9.0,0,0
14567,KC,2.0,1,3,8,83,0.0,run,1,Da.Williams,8.0,0,0,0,,,0,,,1,0
14568,KC,1.0,10,3,8,75,0.0,run,1,Da.Williams,12.0,0,0,0,,,0,,,1,0
14569,KC,1.0,10,3,8,63,0.0,run,1,D.Gore,-1.0,0,0,0,,,0,,,0,0
14570,KC,2.0,11,3,8,64,0.0,pass,0,,,0,1,1,P.Mahomes,3.0,0,M.Hardman,3.0,0,0
14571,KC,3.0,8,3,8,61,0.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Kelce,,0,0
14572,NYG,1.0,10,3,8,82,0.0,pass,0,,,0,1,1,D.Jones,22.0,0,J.Ross,22.0,1,0
14573,NYG,1.0,10,3,8,60,0.0,run,1,D.Booker,3.0,0,0,0,,,0,,,0,0
14574,NYG,2.0,7,3,8,57,0.0,pass,0,,,0,1,1,D.Jones,4.0,0,K.Toney,4.0,0,0
14575,NYG,3.0,3,3,8,53,0.0,pass,0,,,0,1,0,D.Jones,,0,K.Toney,,0,0
14576,KC,1.0,10,3,8,81,0.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Hill,,0,0
14577,KC,2.0,10,3,8,81,0.0,pass,0,,,0,1,1,P.Mahomes,11.0,0,Da.Williams,11.0,1,0
14578,KC,1.0,10,3,8,70,0.0,pass,0,,,0,1,1,P.Mahomes,12.0,0,M.Hardman,12.0,1,0
14579,KC,1.0,10,3,8,58,0.0,pass,0,,,0,1,1,P.Mahomes,9.0,0,M.Hardman,9.0,0,0
14580,KC,2.0,1,3,8,49,0.0,run,1,Da.Williams,3.0,0,0,0,,,0,,,1,0
14581,KC,1.0,10,3,8,46,0.0,pass,0,,,0,1,1,P.Mahomes,18.0,0,D.Robinson,18.0,1,0
14582,KC,1.0,20,3,8,38,0.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Hill,,0,0
14583,KC,2.0,20,3,8,38,0.0,pass,0,,,0,1,1,P.Mahomes,8.0,0,T.Kelce,8.0,0,0
14584,NYG,1.0,10,3,8,57,1.0,run,1,,5.0,0,0,0,D.Jones,,0,,,0,0
14585,NYG,2.0,5,3,8,52,1.0,run,1,D.Booker,4.0,0,0,0,,,0,,,1,0
14586,NYG,1.0,10,3,8,43,1.0,pass,0,,,0,1,1,D.Jones,6.0,0,C.Johnson,6.0,0,0
14587,NYG,1.0,10,3,8,32,1.0,pass,0,,,0,1,1,D.Jones,11.0,0,K.Toney,11.0,1,0
14588,NYG,1.0,10,3,8,21,1.0,run,1,D.Booker,10.0,0,0,0,,,0,,,1,0
14589,NYG,1.0,10,3,8,11,1.0,pass,0,,,0,1,1,D.Jones,6.0,0,K.Toney,6.0,0,0
14590,NYG,2.0,4,4,8,5,1.0,pass,0,,,0,1,0,D.Jones,,0,K.Rudolph,,0,0
14591,NYG,3.0,4,4,8,5,1.0,pass,0,,,0,1,1,D.Jones,5.0,1,E.Engram,5.0,1,1
14592,KC,1.0,10,4,8,75,1.0,pass,0,,,0,1,1,P.Mahomes,4.0,0,T.Hill,4.0,0,0
14593,KC,1.0,16,4,8,81,1.0,pass,0,,,0,1,1,P.Mahomes,9.0,0,Da.Williams,9.0,0,0
14594,KC,2.0,7,4,8,72,1.0,pass,0,,,0,1,1,P.Mahomes,10.0,0,T.Hill,10.0,1,0
14595,KC,1.0,10,4,8,62,1.0,pass,0,,,0,1,1,P.Mahomes,10.0,0,Da.Williams,10.0,1,0
14596,KC,1.0,10,4,8,52,1.0,run,1,Da.Williams,4.0,0,0,0,,,0,,,0,0
14597,KC,2.0,6,4,8,48,1.0,run,1,,6.0,0,0,0,P.Mahomes,,0,,,1,0
14598,KC,1.0,10,4,8,42,1.0,run,1,Da.Williams,0.0,0,0,0,,,0,,,1,0
14599,KC,1.0,10,4,8,27,1.0,pass,0,,,0,1,0,P.Mahomes,,0,B.Bell,,0,0
14600,KC,2.0,10,4,8,27,1.0,run,1,Da.Williams,-1.0,0,0,0,,,0,,,0,0
14601,KC,3.0,11,4,8,28,1.0,pass,0,,,0,1,1,P.Mahomes,15.0,0,T.Hill,15.0,1,0
14602,KC,1.0,10,4,8,13,1.0,run,1,D.Gore,1.0,0,0,0,,,0,,,0,0
14603,KC,2.0,9,4,8,12,1.0,pass,0,,,0,1,0,P.Mahomes,,0,M.Hardman,,0,0
14604,KC,3.0,9,4,8,12,1.0,pass,0,,,0,1,0,P.Mahomes,,0,,,0,0
14605,NYG,1.0,10,4,8,82,0.0,pass,0,,,0,1,1,D.Jones,7.0,0,E.Engram,7.0,0,0
14606,NYG,2.0,3,4,8,75,0.0,run,1,D.Booker,2.0,0,0,0,,,0,,,0,0
14607,NYG,3.0,1,4,8,73,0.0,pass,0,,,0,1,1,D.Jones,16.0,0,E.Penny,16.0,1,0
14608,NYG,1.0,10,4,8,72,0.0,pass,0,,,0,1,1,D.Jones,4.0,0,C.Johnson,4.0,0,0
14609,NYG,2.0,6,4,8,68,0.0,run,1,D.Booker,2.0,0,0,0,,,0,,,0,0
14610,NYG,1.0,10,4,8,61,0.0,pass,0,,,0,1,1,D.Jones,3.0,0,D.Booker,3.0,0,0
14611,NYG,2.0,7,4,8,58,0.0,pass,0,,,0,1,0,D.Jones,,0,D.Slayton,,0,0
14612,NYG,3.0,7,4,8,58,0.0,pass,0,,,0,1,0,D.Jones,,0,D.Booker,,0,0
14613,KC,1.0,20,4,8,81,1.0,pass,0,,,0,1,0,P.Mahomes,,0,,,0,0
14614,KC,2.0,15,4,8,76,1.0,pass,0,,,0,1,1,P.Mahomes,14.0,0,T.Kelce,14.0,1,0
14615,KC,1.0,10,4,8,47,1.0,run,1,Da.Williams,8.0,0,0,0,,,0,,,0,0
14616,KC,2.0,2,4,8,39,1.0,run,1,Da.Williams,6.0,0,0,0,,,0,,,1,0
14617,KC,1.0,10,4,8,33,1.0,pass,0,,,0,1,1,P.Mahomes,24.0,0,M.Hardman,24.0,1,0
14618,KC,1.0,9,4,8,9,1.0,run,1,Da.Williams,-1.0,0,0,0,,,0,,,0,0
14619,KC,2.0,10,4,8,10,1.0,pass,0,,,0,1,1,P.Mahomes,2.0,0,T.Kelce,2.0,0,0
14620,KC,3.0,8,4,8,8,1.0,pass,0,,,0,1,0,P.Mahomes,,0,,,0,0
14621,NYG,1.0,10,4,8,75,0.0,pass,0,,,0,1,1,D.Jones,3.0,0,E.Engram,3.0,0,0
14622,NYG,2.0,7,4,8,72,0.0,pass,0,,,0,1,0,D.Jones,,0,,,0,0
14623,NYG,3.0,15,4,8,80,0.0,pass,0,,,0,1,0,D.Jones,,0,E.Engram,,0,0
14624,NYG,4.0,15,4,8,80,0.0,pass,0,,,0,1,0,D.Jones,,0,,,0,0
14625,DET,1.0,10,1,8,66,0.0,pass,0,,,0,1,1,J.Goff,18.0,0,T.Hockenson,18.0,1,0
14626,DET,1.0,10,1,8,48,0.0,run,1,D.Swift,4.0,0,0,0,,,0,,,0,0
14627,DET,2.0,6,1,8,44,0.0,run,1,D.Swift,1.0,0,0,0,,,0,,,0,0
14628,DET,3.0,5,1,8,43,0.0,pass,0,,,0,1,0,J.Goff,,0,T.Hockenson,,0,0
14629,PHI,1.0,10,1,8,96,0.0,pass,0,,,0,1,0,J.Hurts,,0,D.Smith,,0,0
14630,PHI,2.0,10,1,8,96,0.0,run,1,B.Scott,5.0,0,0,0,,,0,,,0,0
14631,PHI,3.0,5,1,8,91,0.0,pass,0,,,0,1,0,J.Hurts,,0,J.Reagor,,0,0
14632,DET,1.0,10,1,8,45,0.0,pass,0,,,0,1,1,J.Goff,7.0,0,T.Hockenson,7.0,0,0
14633,DET,2.0,3,1,8,38,0.0,pass,0,,,0,1,1,J.Goff,5.0,0,J.Jefferson,5.0,1,0
14634,DET,1.0,10,1,8,33,0.0,run,1,D.Swift,1.0,0,0,0,,,0,,,0,0
14635,DET,2.0,9,1,8,32,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
14636,DET,3.0,14,1,8,37,0.0,pass,0,,,0,1,1,J.Goff,8.0,0,T.Hockenson,8.0,0,0
14637,PHI,1.0,10,1,8,63,1.0,pass,0,,,0,1,1,J.Hurts,7.0,0,D.Goedert,7.0,0,0
14638,PHI,2.0,3,1,8,56,1.0,run,1,B.Scott,7.0,0,0,0,,,0,,,1,0
14639,PHI,1.0,10,1,8,49,1.0,run,1,J.Reagor,11.0,0,0,0,,,0,,,1,0
14640,PHI,1.0,10,1,8,38,1.0,run,1,B.Scott,3.0,0,0,0,,,0,,,0,0
14641,PHI,2.0,7,1,8,35,1.0,run,1,J.Reagor,10.0,0,0,0,,,0,,,1,0
14642,PHI,1.0,10,1,8,25,1.0,run,1,B.Scott,5.0,0,0,0,,,0,,,0,0
14643,PHI,2.0,5,1,8,20,1.0,pass,0,,,0,1,1,J.Hurts,16.0,0,Q.Watkins,16.0,1,0
14644,PHI,1.0,2,1,8,2,1.0,run,1,J.Hurts,1.0,0,0,0,,,0,,,0,0
14645,PHI,2.0,1,1,8,1,1.0,pass,0,,,0,1,1,J.Hurts,0.0,0,J.Reagor,0.0,0,0
14646,PHI,3.0,1,1,8,1,1.0,run,1,B.Scott,1.0,1,0,0,,,0,,,1,1
14647,DET,1.0,10,1,8,70,0.0,run,1,D.Swift,1.0,0,0,0,,,0,,,0,0
14648,DET,2.0,9,1,8,69,0.0,pass,0,,,0,1,1,J.Goff,-1.0,0,D.Swift,-1.0,0,0
14649,DET,3.0,10,1,8,70,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
14650,PHI,1.0,10,1,8,61,0.0,run,1,B.Scott,8.0,0,0,0,,,0,,,0,0
14651,PHI,2.0,2,1,8,53,0.0,run,1,B.Scott,6.0,0,0,0,,,0,,,1,0
14652,PHI,1.0,5,2,8,42,0.0,run,1,J.Howard,10.0,0,0,0,,,0,,,1,0
14653,PHI,1.0,10,2,8,32,0.0,run,1,J.Howard,4.0,0,0,0,,,0,,,0,0
14654,PHI,2.0,6,2,8,28,0.0,run,1,J.Howard,3.0,0,0,0,,,0,,,0,0
14655,PHI,3.0,3,2,8,25,0.0,pass,0,,,0,1,0,J.Hurts,,0,D.Goedert,,0,0
14656,DET,1.0,10,2,8,75,0.0,run,1,J.Jefferson,-2.0,0,0,0,,,0,,,0,0
14657,DET,2.0,12,2,8,77,0.0,pass,0,,,0,1,1,J.Goff,5.0,0,A.St,5.0,0,0
14658,DET,3.0,7,2,8,72,0.0,pass,0,,,0,1,1,J.Goff,7.0,0,A.St,7.0,1,0
14659,DET,1.0,10,2,8,65,0.0,run,1,D.Swift,5.0,0,0,0,,,0,,,0,0
14660,DET,2.0,5,2,8,60,0.0,run,1,D.Swift,4.0,0,0,0,,,0,,,0,0
14661,DET,3.0,1,2,8,56,0.0,run,1,D.Swift,2.0,0,0,0,,,0,,,1,0
14662,DET,1.0,10,2,8,54,0.0,pass,0,,,0,1,0,J.Goff,,0,K.Hodge,,0,0
14663,DET,2.0,15,2,8,59,0.0,pass,0,,,0,1,1,J.Goff,7.0,0,D.Swift,7.0,0,0
14664,DET,3.0,8,2,8,52,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
14665,PHI,1.0,10,2,8,81,1.0,run,1,B.Scott,19.0,0,0,0,,,0,,,1,0
14666,PHI,1.0,10,2,8,62,1.0,run,1,B.Scott,1.0,0,0,0,,,0,,,0,0
14667,PHI,2.0,9,2,8,61,1.0,run,1,,12.0,0,0,0,J.Hurts,,0,,,1,0
14668,PHI,1.0,10,2,8,49,1.0,pass,0,,,0,1,1,J.Hurts,15.0,0,D.Goedert,15.0,1,0
14669,PHI,1.0,10,2,8,34,1.0,pass,0,,,0,1,1,J.Hurts,13.0,0,D.Goedert,13.0,1,0
14670,PHI,1.0,10,2,8,21,1.0,run,1,K.Gainwell,3.0,0,0,0,,,0,,,0,0
14671,PHI,2.0,7,2,8,18,1.0,run,1,,14.0,0,0,0,J.Hurts,,0,,,1,0
14672,PHI,1.0,4,2,8,4,1.0,run,1,J.Howard,4.0,1,0,0,,,0,,,1,1
14673,DET,1.0,10,2,8,75,0.0,pass,0,,,0,1,1,J.Goff,2.0,0,T.Hockenson,2.0,0,0
14674,DET,2.0,8,2,8,73,0.0,run,1,D.Swift,2.0,0,0,0,,,0,,,0,0
14675,DET,3.0,6,2,8,71,0.0,pass,0,,,0,1,1,J.Goff,10.0,0,T.Hockenson,10.0,1,0
14676,DET,1.0,10,2,8,61,0.0,run,1,D.Swift,-2.0,0,0,0,,,0,,,0,0
14677,DET,2.0,12,2,8,63,0.0,pass,0,,,0,1,1,J.Goff,5.0,0,T.Hockenson,5.0,0,0
14678,DET,3.0,7,2,8,58,0.0,pass,0,,,0,1,1,J.Goff,9.0,0,T.Hockenson,9.0,1,0
14679,DET,1.0,10,2,8,49,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
14680,DET,2.0,10,2,8,49,0.0,pass,0,,,0,1,1,J.Goff,18.0,0,G.Igwebuike,18.0,1,0
14681,DET,1.0,10,2,8,31,0.0,run,1,G.Igwebuike,5.0,0,0,0,,,0,,,0,0
14682,DET,2.0,5,2,8,26,0.0,pass,0,,,0,1,1,J.Goff,4.0,0,D.Swift,4.0,0,0
14683,DET,3.0,1,2,8,22,0.0,run,1,D.Swift,0.0,0,0,0,,,0,,,0,0
14684,DET,4.0,1,2,8,22,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
14685,PHI,1.0,10,3,8,90,1.0,run,1,B.Scott,-2.0,0,0,0,,,0,,,0,0
14686,PHI,2.0,12,3,8,92,1.0,pass,0,,,0,1,0,J.Hurts,,0,D.Smith,,0,0
14687,PHI,3.0,12,3,8,92,1.0,run,1,,20.0,0,0,0,J.Hurts,,0,,,1,0
14688,PHI,1.0,5,3,8,67,1.0,pass,0,,,0,1,1,J.Hurts,17.0,0,D.Goedert,17.0,1,0
14689,PHI,1.0,10,3,8,50,1.0,run,1,J.Howard,4.0,0,0,0,,,0,,,0,0
14690,PHI,2.0,6,3,8,46,1.0,run,1,J.Howard,7.0,0,0,0,,,0,,,1,0
14691,PHI,1.0,10,3,8,39,1.0,pass,0,,,0,1,1,J.Hurts,19.0,0,D.Goedert,19.0,1,0
14692,PHI,1.0,10,3,8,20,1.0,run,1,J.Howard,3.0,0,0,0,,,0,,,0,0
14693,PHI,2.0,7,3,8,17,1.0,run,1,J.Howard,10.0,0,0,0,,,0,,,1,0
14694,PHI,1.0,7,3,8,7,1.0,run,1,J.Hurts,4.0,0,0,0,,,0,,,0,0
14695,PHI,2.0,3,3,8,3,1.0,run,1,B.Scott,3.0,1,0,0,,,0,,,1,1
14696,DET,1.0,10,3,8,75,0.0,pass,0,,,0,1,1,J.Goff,34.0,0,A.St,34.0,1,0
14697,DET,1.0,10,3,8,41,0.0,run,1,D.Swift,2.0,0,0,0,,,0,,,0,0
14698,DET,2.0,8,3,8,39,0.0,pass,0,,,0,1,1,J.Goff,0.0,0,J.Jefferson,0.0,0,0
14699,DET,3.0,18,3,8,49,0.0,run,1,D.Swift,7.0,0,0,0,,,0,,,0,0
14700,DET,4.0,11,3,8,42,0.0,pass,0,,,0,1,0,J.Goff,,0,K.Raymond,,0,0
14701,PHI,1.0,10,3,8,57,1.0,pass,0,,,0,1,1,J.Hurts,1.0,0,D.Goedert,1.0,0,0
14702,PHI,2.0,9,3,8,56,1.0,pass,0,,,0,1,0,J.Hurts,,0,B.Scott,,0,0
14703,PHI,3.0,9,3,8,56,1.0,pass,0,,,0,1,1,J.Hurts,15.0,0,D.Smith,15.0,1,0
14704,PHI,1.0,10,3,8,41,1.0,run,1,J.Hurts,21.0,0,0,0,,,0,,,1,0
14705,PHI,1.0,10,3,8,20,1.0,run,1,B.Scott,4.0,0,0,0,,,0,,,0,0
14706,PHI,2.0,6,3,8,16,1.0,run,1,J.Howard,3.0,0,0,0,,,0,,,0,0
14707,PHI,3.0,3,3,8,13,1.0,run,1,J.Howard,5.0,0,0,0,,,0,,,1,0
14708,PHI,1.0,4,3,8,4,1.0,run,1,J.Howard,2.0,0,0,0,,,0,,,0,0
14709,PHI,2.0,2,3,8,2,1.0,run,1,J.Howard,2.0,1,0,0,,,0,,,1,1
14710,DET,1.0,10,3,8,75,0.0,pass,0,,,0,1,1,J.Goff,8.0,0,D.Swift,8.0,0,1
14711,DET,1.0,10,3,8,75,0.0,pass,0,,,0,1,1,J.Goff,6.0,0,D.Swift,6.0,0,0
14712,DET,2.0,4,3,8,69,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
14713,DET,3.0,15,4,8,80,0.0,pass,0,,,0,1,1,J.Goff,11.0,0,T.Hockenson,11.0,0,0
14714,DET,4.0,4,4,8,69,0.0,pass,0,,,0,1,0,J.Goff,,0,A.St,,0,0
14715,PHI,1.0,10,4,8,31,1.0,pass,0,,,0,1,1,G.Minshew II,2.0,0,Q.Watkins,2.0,0,0
14716,PHI,2.0,8,4,8,29,1.0,run,1,K.Gainwell,1.0,0,0,0,,,0,,,0,0
14717,PHI,3.0,7,4,8,28,1.0,run,1,K.Gainwell,0.0,0,0,0,,,0,,,0,0
14718,PHI,1.0,10,4,8,14,1.0,run,1,K.Gainwell,-6.0,0,0,0,,,0,,,0,0
14719,PHI,2.0,16,4,8,20,1.0,run,1,K.Gainwell,3.0,0,0,0,,,0,,,0,0
14720,PHI,3.0,13,4,8,17,1.0,pass,0,,,0,1,1,G.Minshew II,9.0,0,J.Stoll,9.0,0,0
14721,DET,1.0,10,4,8,67,1.0,pass,0,,,0,1,1,J.Goff,11.0,0,J.Jefferson,11.0,1,0
14722,DET,1.0,10,4,8,56,1.0,pass,0,,,0,1,1,J.Goff,7.0,0,J.Jefferson,7.0,0,0
14723,DET,2.0,3,4,8,49,1.0,pass,0,,,0,1,1,J.Goff,9.0,0,T.Hockenson,9.0,1,0
14724,DET,1.0,10,4,8,40,1.0,pass,0,,,0,1,1,J.Goff,17.0,0,G.Igwebuike,17.0,1,0
14725,DET,1.0,10,4,8,23,1.0,pass,0,,,0,1,0,J.Goff,,0,T.Kennedy,,0,0
14726,DET,2.0,10,4,8,23,1.0,pass,0,,,0,1,1,J.Goff,5.0,0,G.Igwebuike,5.0,0,0
14727,DET,3.0,5,4,8,18,1.0,pass,0,,,0,1,0,J.Goff,,0,K.Hodge,,0,0
14728,DET,4.0,5,4,8,18,1.0,pass,0,,,0,1,1,J.Goff,10.0,0,T.Hockenson,10.0,1,0
14729,DET,1.0,8,4,8,8,1.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
14730,DET,2.0,8,4,8,8,1.0,pass,0,,,0,1,0,J.Goff,,0,A.St,,0,0
14731,DET,3.0,8,4,8,8,1.0,run,1,J.Jefferson,8.0,1,0,0,,,0,,,1,1
14732,DET,,0,4,8,2,1.0,pass,0,,,0,1,0,J.Goff,,0,T.Hockenson,,0,0
14733,PHI,1.0,10,4,8,49,0.0,run,1,K.Gainwell,3.0,0,0,0,,,0,,,0,0
14734,PHI,2.0,7,4,8,46,0.0,run,1,K.Gainwell,7.0,0,0,0,,,0,,,1,0
14735,PHI,1.0,10,4,8,39,0.0,run,1,K.Gainwell,8.0,0,0,0,,,0,,,0,0
14736,PHI,2.0,2,4,8,31,0.0,run,1,K.Gainwell,1.0,0,0,0,,,0,,,0,0
14737,PHI,3.0,1,4,8,30,0.0,run,1,K.Gainwell,1.0,0,0,0,,,0,,,1,0
14738,PHI,1.0,10,4,8,29,0.0,run,1,K.Gainwell,6.0,0,0,0,,,0,,,0,0
14739,PHI,2.0,4,4,8,23,0.0,run,1,K.Gainwell,-1.0,0,0,0,,,0,,,0,0
14740,PHI,3.0,5,4,8,24,0.0,run,1,K.Gainwell,1.0,0,0,0,,,0,,,0,0
14741,DET,1.0,10,4,8,79,0.0,run,1,,6.0,0,0,0,D.Blough,,0,,,0,0
14742,DET,2.0,4,4,8,73,0.0,pass,0,,,0,1,0,D.Blough,,0,,,0,0
14743,DET,3.0,10,4,8,79,0.0,run,1,G.Igwebuike,9.0,0,0,0,,,0,,,0,0
14744,DET,4.0,1,4,8,70,0.0,run,1,G.Igwebuike,4.0,0,0,0,,,0,,,1,0
14745,CLE,1.0,10,1,8,75,1.0,pass,0,,,0,1,1,B.Mayfield,6.0,0,A.Hooper,6.0,0,0
14746,CLE,2.0,4,1,8,69,1.0,run,1,N.Chubb,14.0,0,0,0,,,0,,,1,0
14747,CLE,1.0,10,1,8,55,1.0,pass,0,,,0,1,0,B.Mayfield,,0,J.Landry,,0,0
14748,CLE,2.0,10,1,8,55,1.0,run,1,N.Chubb,4.0,0,0,0,,,0,,,0,0
14749,CLE,3.0,6,1,8,51,1.0,pass,0,,,0,1,1,B.Mayfield,16.0,0,R.Higgins,16.0,1,0
14750,CLE,1.0,10,1,8,35,1.0,run,1,N.Chubb,2.0,0,0,0,,,0,,,0,0
14751,CLE,2.0,8,1,8,33,1.0,pass,0,,,0,1,1,B.Mayfield,12.0,0,H.Bryant,12.0,1,0
14752,CLE,1.0,10,1,8,21,1.0,pass,0,,,0,1,1,B.Mayfield,8.0,0,A.Hooper,8.0,0,0
14753,CLE,2.0,2,1,8,13,1.0,run,1,J.Landry,5.0,0,0,0,,,0,,,1,0
14754,CLE,1.0,8,1,8,8,1.0,pass,0,,,0,1,0,B.Mayfield,,0,A.Hooper,,0,0
