,play_type,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,rush_attempt,rusher,rushing_yards,first_down,rush_touchdown
27719,run,NYJ,1.0,5,2,15,5,1.0,1,T.Coleman,4.0,0,0
27720,run,NYJ,2.0,1,2,15,1,1.0,1,Z.Wilson,1.0,1,1
27721,run,MIA,1.0,10,2,15,75,1.0,1,D.Johnson,12.0,1,0
27723,run,MIA,1.0,10,2,15,48,1.0,1,M.Gaskin,4.0,0,0
27724,run,MIA,2.0,6,2,15,44,1.0,1,D.Johnson,5.0,0,0
27725,run,MIA,3.0,1,2,15,39,1.0,1,D.Johnson,0.0,0,0
27726,run,MIA,4.0,1,2,15,39,1.0,1,D.Johnson,6.0,1,0
27727,run,MIA,1.0,10,2,15,33,1.0,1,,8.0,0,0
27728,run,MIA,2.0,2,2,15,25,1.0,1,M.Gaskin,2.0,1,0
27729,run,MIA,1.0,10,2,15,23,1.0,1,,5.0,0,0
27734,run,NYJ,1.0,10,2,15,75,0.0,1,Mi.Carter,-5.0,0,0
27739,run,NYJ,3.0,19,2,15,66,0.0,1,A.Walter,11.0,0,0
27740,run,NYJ,1.0,10,3,15,75,0.0,1,T.Coleman,0.0,0,0
27742,run,NYJ,3.0,11,3,15,76,0.0,1,,4.0,0,0
27743,run,MIA,1.0,10,3,15,78,1.0,1,D.Johnson,4.0,0,0
27747,run,MIA,1.0,10,3,15,27,1.0,1,A.Wilson,1.0,0,0
27750,run,MIA,1.0,6,3,15,6,1.0,1,D.Johnson,6.0,1,1
27752,run,NYJ,2.0,10,3,15,75,0.0,1,Mi.Carter,6.0,0,0
27753,run,NYJ,3.0,4,3,15,69,0.0,1,,6.0,1,0
27758,run,MIA,2.0,10,3,15,58,1.0,1,M.Gaskin,6.0,0,0
27760,run,MIA,1.0,10,3,15,45,1.0,1,,9.0,0,0
27761,run,MIA,2.0,1,3,15,36,1.0,1,D.Johnson,3.0,1,0
27762,run,MIA,1.0,10,3,15,33,1.0,1,D.Johnson,7.0,0,0
27763,run,MIA,2.0,3,3,15,26,1.0,1,M.Gaskin,2.0,0,0
27764,run,MIA,3.0,1,3,15,24,1.0,1,M.Gaskin,0.0,0,0
27765,run,MIA,4.0,1,3,15,24,1.0,1,J.Brissett,2.0,1,0
27766,run,MIA,1.0,10,3,15,22,1.0,1,D.Johnson,11.0,1,0
27767,run,MIA,1.0,10,4,15,11,1.0,1,D.Johnson,3.0,0,0
27770,run,NYJ,1.0,10,4,15,51,0.0,1,T.Coleman,20.0,1,0
27772,run,MIA,1.0,10,4,15,61,0.0,1,M.Gaskin,2.0,0,0
27774,run,MIA,3.0,1,4,15,52,0.0,1,M.Gaskin,0.0,0,0
27775,run,MIA,4.0,1,4,15,52,0.0,1,C.Fejedelem,0.0,0,0
27776,run,NYJ,1.0,10,4,15,45,0.0,1,Mi.Carter,-2.0,0,0
27779,run,MIA,1.0,10,4,15,80,0.0,1,D.Johnson,3.0,0,0
27780,run,MIA,2.0,7,4,15,77,0.0,1,D.Johnson,3.0,0,0
27783,run,MIA,2.0,1,4,15,66,1.0,1,D.Johnson,8.0,1,0
27785,run,MIA,2.0,10,4,15,58,1.0,1,M.Gaskin,30.0,1,0
27786,run,MIA,1.0,10,4,15,28,1.0,1,M.Gaskin,4.0,0,0
27787,run,MIA,2.0,6,4,15,24,1.0,1,D.Johnson,12.0,1,0
27788,run,MIA,1.0,10,4,15,12,1.0,1,D.Johnson,1.0,0,0
27791,run,NYJ,1.0,10,4,15,75,0.0,1,T.Coleman,2.0,0,0
27792,run,NYJ,2.0,8,4,15,73,0.0,1,,1.0,0,0
27795,run,MIA,2.0,9,4,15,85,0.0,1,D.Johnson,4.0,0,0
27801,run,LA,1.0,10,1,15,66,0.0,1,S.Michel,5.0,0,0
27802,run,LA,2.0,5,1,15,61,0.0,1,S.Michel,2.0,0,0
27805,run,LA,2.0,10,1,15,52,0.0,1,S.Michel,10.0,1,0
27808,run,LA,3.0,10,1,15,42,0.0,1,S.Michel,0.0,0,0
27809,run,SEA,1.0,10,1,15,75,0.0,1,R.Penny,10.0,1,0
27811,run,SEA,2.0,4,1,15,59,0.0,1,R.Penny,2.0,0,0
27813,run,SEA,1.0,10,1,15,50,0.0,1,R.Penny,2.0,0,0
27814,run,SEA,2.0,8,1,15,48,0.0,1,R.Penny,1.0,0,0
27816,run,LA,1.0,10,1,15,88,0.0,1,S.Michel,-2.0,0,0
27819,run,LA,1.0,10,1,15,72,0.0,1,S.Michel,1.0,0,0
27828,run,LA,1.0,10,2,15,68,0.0,1,D.Henderson,4.0,0,0
27829,run,LA,2.0,6,2,15,64,0.0,1,C.Kupp,1.0,0,0
27832,run,LA,2.0,1,2,15,45,0.0,1,D.Henderson,2.0,1,0
27834,run,LA,2.0,7,2,15,40,0.0,1,D.Henderson,6.0,0,0
27835,run,LA,3.0,1,2,15,34,0.0,1,S.Michel,1.0,1,0
27843,run,LA,2.0,19,2,15,84,0.0,1,D.Henderson,2.0,0,0
27845,run,LA,1.0,10,2,15,40,0.0,1,D.Henderson,3.0,0,0
27855,run,SEA,1.0,10,3,15,75,1.0,1,R.Penny,7.0,0,0
27856,run,SEA,2.0,3,3,15,68,1.0,1,R.Penny,6.0,1,0
27859,run,SEA,1.0,10,3,15,38,1.0,1,D.Dallas,7.0,0,0
27860,run,SEA,2.0,3,3,15,31,1.0,1,D.Dallas,6.0,1,0
27862,run,SEA,2.0,10,3,15,25,1.0,1,R.Penny,1.0,0,0
27864,run,SEA,1.0,10,3,15,12,1.0,1,D.Dallas,8.0,0,0
27865,run,SEA,2.0,2,3,15,4,1.0,1,D.Dallas,4.0,1,1
27866,run,LA,1.0,10,3,15,86,1.0,1,S.Michel,9.0,0,0
27869,run,LA,1.0,10,3,15,45,1.0,1,S.Michel,39.0,1,0
27870,run,LA,1.0,6,3,15,6,1.0,1,S.Michel,0.0,0,0
27872,run,SEA,1.0,10,3,15,75,0.0,1,D.Dallas,2.0,0,0
27873,run,SEA,2.0,8,3,15,73,0.0,1,D.Dallas,8.0,1,0
27874,run,SEA,1.0,10,3,15,65,0.0,1,D.Dallas,4.0,0,0
27875,run,SEA,2.0,6,3,15,61,0.0,1,D.Dallas,2.0,0,0
27877,run,LA,1.0,10,3,15,80,0.0,1,S.Michel,0.0,0,0
27880,run,SEA,1.0,10,3,15,65,0.0,1,R.Penny,2.0,0,0
27884,run,LA,2.0,18,3,15,96,0.0,1,S.Michel,6.0,0,0
27887,run,LA,2.0,5,4,15,56,0.0,1,D.Henderson,6.0,1,0
27888,run,LA,1.0,10,4,15,50,0.0,1,V.Jefferson,10.0,1,0
27896,run,LA,1.0,10,4,15,87,0.0,1,S.Michel,3.0,0,0
27897,run,LA,2.0,7,4,15,84,0.0,1,S.Michel,0.0,0,0
27899,run,SEA,1.0,10,4,15,54,0.0,1,R.Penny,4.0,0,0
27900,run,SEA,2.0,6,4,15,50,0.0,1,R.Penny,5.0,0,0
27901,run,SEA,3.0,5,4,15,49,0.0,1,R.Penny,-1.0,0,0
27903,run,LA,1.0,10,4,15,35,1.0,1,S.Michel,17.0,1,0
27904,run,LA,1.0,10,4,15,18,1.0,1,S.Michel,1.0,0,0
27905,run,LA,2.0,9,4,15,17,1.0,1,S.Michel,-4.0,0,0
27906,run,LA,3.0,13,4,15,21,1.0,1,S.Michel,4.0,0,0
27914,run,PIT,1.0,10,1,15,59,0.0,1,N.Harris,2.0,0,0
27918,run,TEN,2.0,18,1,15,78,0.0,1,D.Hilliard,3.0,0,0
27923,run,TEN,1.0,10,1,15,25,1.0,1,D.Foreman,6.0,0,0
27925,run,TEN,1.0,10,1,15,14,1.0,1,D.Hilliard,2.0,0,0
27928,run,TEN,1.0,1,1,15,1,1.0,1,R.Tannehill,1.0,1,1
27929,run,PIT,1.0,10,1,15,75,0.0,1,N.Harris,1.0,0,0
27933,run,TEN,1.0,5,1,15,36,1.0,1,D.Hilliard,3.0,0,0
27935,run,TEN,3.0,1,1,15,32,1.0,1,D.Foreman,8.0,1,0
27937,run,TEN,2.0,10,1,15,24,1.0,1,D.Hilliard,9.0,0,0
27938,run,TEN,3.0,1,1,15,15,1.0,1,R.Tannehill,2.0,1,0
27940,run,TEN,2.0,10,1,15,13,1.0,1,D.Foreman,1.0,0,0
27942,run,PIT,1.0,10,1,15,72,0.0,1,D.Johnson,10.0,1,0
27943,run,PIT,1.0,10,1,15,62,0.0,1,N.Harris,3.0,0,0
27946,run,TEN,1.0,10,2,15,85,0.0,1,D.Foreman,2.0,0,0
27947,run,TEN,2.0,8,2,15,83,0.0,1,D.Foreman,3.0,0,0
27950,run,PIT,1.0,15,2,15,29,1.0,1,N.Harris,0.0,0,0
27954,run,TEN,2.0,10,2,15,78,1.0,1,D.Foreman,6.0,0,0
27956,run,TEN,1.0,10,2,15,67,1.0,1,D.Foreman,0.0,0,0
27958,run,TEN,1.0,10,2,15,49,1.0,1,J.McNichols,3.0,0,0
27960,run,TEN,1.0,10,2,15,39,1.0,1,J.McNichols,9.0,0,0
27962,run,TEN,3.0,1,2,15,30,1.0,1,D.Foreman,1.0,1,0
27964,run,TEN,2.0,1,2,15,20,1.0,1,D.Foreman,2.0,1,0
27965,run,TEN,1.0,20,2,15,28,1.0,1,D.Hilliard,0.0,0,0
27974,run,TEN,1.0,10,3,15,75,0.0,1,D.Foreman,9.0,0,0
27975,run,TEN,2.0,1,3,15,66,0.0,1,D.Foreman,12.0,1,0
27976,run,TEN,1.0,10,3,15,54,0.0,1,D.Foreman,1.0,0,0
27978,run,TEN,3.0,13,3,15,57,0.0,1,J.McNichols,6.0,0,0
27982,run,TEN,1.0,10,3,15,80,0.0,1,D.Hilliard,3.0,0,0
27983,run,TEN,2.0,7,3,15,77,0.0,1,D.Hilliard,10.0,1,0
27987,run,PIT,1.0,10,3,15,63,1.0,1,C.Claypool,7.0,0,0
27988,run,PIT,2.0,3,3,15,56,1.0,1,N.Harris,2.0,0,0
27991,run,PIT,1.0,10,3,15,17,1.0,1,N.Harris,7.0,0,0
27992,run,PIT,1.0,1,3,15,1,1.0,1,N.Harris,0.0,0,0
27993,run,PIT,2.0,1,3,15,1,1.0,1,B.Roethlisberger,0.0,0,0
27994,run,PIT,3.0,1,3,15,1,1.0,1,B.Roethlisberger,1.0,1,1
27995,run,TEN,1.0,10,3,15,75,0.0,1,D.Foreman,7.0,0,0
27996,run,TEN,2.0,3,3,15,68,0.0,1,D.Foreman,2.0,0,0
27997,run,TEN,3.0,1,3,15,66,0.0,1,D.Foreman,4.0,1,0
27998,run,TEN,1.0,10,3,15,62,0.0,1,J.McNichols,4.0,0,0
28001,run,PIT,1.0,10,3,15,41,1.0,1,N.Harris,2.0,0,0
28004,run,PIT,1.0,10,4,15,13,1.0,1,N.Harris,3.0,0,0
28007,run,TEN,1.0,10,4,15,75,0.0,1,D.Hilliard,15.0,1,0
28008,run,TEN,1.0,20,4,15,70,0.0,1,D.Hilliard,4.0,0,0
28011,run,TEN,1.0,10,4,15,49,0.0,1,D.Foreman,5.0,0,0
28012,run,TEN,2.0,5,4,15,44,0.0,1,D.Foreman,2.0,0,0
28015,run,PIT,2.0,2,4,15,23,0.0,1,N.Harris,-3.0,0,0
28017,run,TEN,1.0,10,4,15,75,0.0,1,R.Tannehill,11.0,1,0
28018,run,TEN,1.0,10,4,15,64,0.0,1,R.Tannehill,0.0,0,0
28019,run,PIT,1.0,10,4,15,35,0.0,1,N.Harris,6.0,0,0
28020,run,PIT,2.0,4,4,15,29,0.0,1,N.Harris,-5.0,0,0
28022,run,TEN,1.0,10,4,15,75,1.0,1,D.Foreman,20.0,1,0
28023,run,TEN,1.0,10,4,15,55,1.0,1,D.Foreman,6.0,0,0
28024,run,TEN,2.0,4,4,15,49,1.0,1,D.Foreman,7.0,1,0
28025,run,TEN,1.0,10,4,15,42,1.0,1,J.McNichols,3.0,0,0
28026,run,TEN,2.0,7,4,15,39,1.0,1,J.McNichols,1.0,0,0
28028,run,TEN,4.0,1,4,15,33,1.0,1,D.Foreman,1.0,1,0
28030,run,TEN,2.0,1,4,15,23,1.0,1,,4.0,1,0
28031,run,TEN,1.0,10,4,15,19,1.0,1,D.Foreman,3.0,0,0
28036,run,WAS,1.0,10,1,15,56,0.0,1,A.Gibson,0.0,0,0
28039,run,PHI,1.0,10,1,15,87,0.0,1,M.Sanders,4.0,0,0
28042,run,WAS,1.0,10,1,15,26,1.0,1,A.Gibson,2.0,0,0
28043,run,WAS,2.0,8,1,15,24,1.0,1,A.Gibson,6.0,0,0
28044,run,WAS,3.0,2,1,15,18,1.0,1,A.Gibson,5.0,1,0
28045,run,WAS,1.0,10,1,15,13,1.0,1,A.Gibson,2.0,0,0
28047,run,WAS,3.0,2,1,15,5,1.0,1,A.Gibson,4.0,1,0
28048,run,WAS,1.0,1,1,15,1,1.0,1,A.Gibson,1.0,1,1
28049,run,PHI,1.0,10,1,15,69,1.0,1,M.Sanders,5.0,0,0
28054,run,PHI,1.0,10,1,15,20,1.0,1,M.Sanders,4.0,0,0
28058,run,WAS,2.0,7,1,15,7,1.0,1,J.Patterson,3.0,0,0
28060,run,PHI,1.0,10,1,15,71,0.0,1,M.Sanders,4.0,0,0
28061,run,PHI,2.0,6,1,15,67,0.0,1,M.Sanders,4.0,0,0
28063,run,PHI,1.0,20,1,15,57,0.0,1,M.Sanders,6.0,0,0
28064,run,PHI,2.0,14,2,15,51,0.0,1,,5.0,0,0
28065,run,PHI,3.0,9,2,15,46,0.0,1,,8.0,0,0
28066,run,PHI,4.0,1,2,15,38,0.0,1,J.Howard,7.0,0,0
28067,run,WAS,1.0,10,2,15,80,0.0,1,J.Patterson,3.0,0,0
28068,run,WAS,2.0,7,2,15,77,0.0,1,J.Williams,5.0,0,0
28070,run,PHI,1.0,10,2,15,77,1.0,1,M.Sanders,1.0,0,0
28072,run,PHI,1.0,10,2,15,31,1.0,1,M.Sanders,4.0,0,0
28073,run,PHI,2.0,6,2,15,27,1.0,1,M.Sanders,19.0,1,0
28075,run,PHI,2.0,2,2,15,2,1.0,1,M.Sanders,0.0,0,0
28078,run,WAS,2.0,5,2,15,70,0.0,1,A.Gibson,4.0,0,0
28079,run,WAS,3.0,1,2,15,66,0.0,1,A.Gibson,-1.0,0,0
28084,run,PHI,1.0,10,2,15,47,1.0,1,J.Howard,9.0,0,0
28086,run,PHI,1.0,10,2,15,22,1.0,1,M.Sanders,4.0,0,0
28087,run,PHI,2.0,6,2,15,18,1.0,1,M.Sanders,4.0,0,0
28088,run,PHI,3.0,2,2,15,14,1.0,1,M.Sanders,10.0,1,0
28089,run,PHI,1.0,4,2,15,4,1.0,1,J.Hurts,3.0,0,0
28090,run,PHI,2.0,1,2,15,1,1.0,1,J.Hurts,1.0,1,1
28096,run,PHI,1.0,10,3,15,75,1.0,1,M.Sanders,8.0,0,0
28097,run,PHI,2.0,2,3,15,67,1.0,1,J.Hurts,8.0,1,0
28098,run,PHI,1.0,10,3,15,59,1.0,1,M.Sanders,38.0,1,0
28101,run,PHI,2.0,1,3,15,1,1.0,1,J.Hurts,1.0,1,1
28103,run,WAS,2.0,10,3,15,75,0.0,1,A.Gibson,-1.0,0,0
28105,run,PHI,1.0,10,3,15,69,0.0,1,M.Sanders,9.0,0,0
28106,run,PHI,2.0,1,3,15,60,0.0,1,,12.0,1,0
28107,run,PHI,1.0,10,3,15,48,0.0,1,J.Howard,7.0,0,0
28108,run,PHI,2.0,3,3,15,41,0.0,1,J.Hurts,0.0,0,0
28110,run,WAS,1.0,10,3,15,90,0.0,1,A.Gibson,8.0,0,0
28113,run,WAS,2.0,10,3,15,75,0.0,1,A.Gibson,-6.0,0,0
28115,run,PHI,1.0,10,3,15,63,1.0,1,M.Sanders,4.0,0,0
28117,run,PHI,3.0,1,3,15,54,1.0,1,M.Sanders,3.0,1,0
28118,run,PHI,1.0,10,3,15,51,1.0,1,J.Howard,15.0,1,0
28120,run,PHI,2.0,1,3,15,27,1.0,1,J.Howard,4.0,1,0
28121,run,PHI,1.0,10,3,15,23,1.0,1,J.Howard,2.0,0,0
28124,run,WAS,1.0,10,3,15,69,1.0,1,A.Gibson,2.0,0,0
28126,run,WAS,1.0,10,4,15,39,1.0,1,D.Carter,12.0,0,0
28127,run,WAS,1.0,13,4,15,42,1.0,1,A.Gibson,0.0,0,0
28130,run,WAS,1.0,1,4,15,1,1.0,1,J.Patterson,1.0,1,1
28131,run,PHI,1.0,10,4,15,80,1.0,1,J.Howard,3.0,0,0
28134,run,PHI,2.0,3,4,15,61,1.0,1,J.Howard,4.0,1,0
28136,run,PHI,2.0,10,4,15,57,1.0,1,J.Howard,4.0,0,0
28145,run,WAS,2.0,10,4,15,50,0.0,1,A.Gibson,0.0,0,0
28151,run,PHI,1.0,10,4,15,51,0.0,1,J.Howard,0.0,0,0
28152,run,PHI,2.0,10,4,15,51,0.0,1,J.Howard,8.0,0,0
28154,run,PHI,1.0,10,4,15,26,0.0,1,J.Howard,4.0,0,0
28155,run,PHI,2.0,6,4,15,22,0.0,1,J.Howard,-3.0,0,0
28156,run,PHI,3.0,9,4,15,25,0.0,1,J.Howard,1.0,0,0
28157,run,PHI,4.0,8,4,15,24,0.0,1,J.Howard,4.0,0,0
28158,run,WAS,1.0,10,4,15,80,0.0,1,J.Patterson,13.0,1,0
28160,run,CIN,1.0,10,1,16,59,1.0,1,J.Mixon,8.0,0,0
28164,run,CIN,2.0,7,1,16,10,1.0,1,J.Mixon,-2.0,0,0
28169,run,BAL,2.0,5,1,16,42,1.0,1,D.Freeman,8.0,1,0
28170,run,BAL,1.0,10,1,16,34,1.0,1,D.Freeman,2.0,0,0
28173,run,BAL,1.0,10,1,16,17,1.0,1,L.Murray,6.0,0,0
28175,run,BAL,1.0,5,1,16,5,1.0,1,L.Murray,1.0,0,0
28179,run,CIN,1.0,10,1,16,63,1.0,1,J.Mixon,19.0,1,0
28181,run,CIN,1.0,10,1,16,28,1.0,1,J.Mixon,3.0,0,0
28184,run,CIN,1.0,3,1,16,3,1.0,1,C.Evans,1.0,0,0
28186,run,CIN,3.0,2,1,16,2,1.0,1,J.Mixon,1.0,0,0
28187,run,CIN,4.0,1,1,16,1,1.0,1,J.Mixon,1.0,1,1
28190,run,BAL,3.0,1,2,16,66,0.0,1,J.Johnson,0.0,0,0
28193,run,BAL,1.0,10,2,16,79,0.0,1,D.Freeman,7.0,0,0
28194,run,BAL,2.0,3,2,16,72,0.0,1,J.Johnson,-2.0,0,0
28196,run,CIN,1.0,10,2,16,58,1.0,1,J.Mixon,9.0,0,0
28197,run,CIN,2.0,1,2,16,49,1.0,1,J.Mixon,1.0,1,0
28198,run,CIN,1.0,10,2,16,48,1.0,1,J.Mixon,1.0,0,0
28201,run,CIN,1.0,10,2,16,10,1.0,1,J.Mixon,1.0,0,0
28203,run,BAL,1.0,10,2,16,90,1.0,1,D.Freeman,3.0,0,0
28204,run,BAL,2.0,7,2,16,87,1.0,1,D.Freeman,-5.0,0,0
28208,run,BAL,1.0,10,2,16,54,1.0,1,L.Murray,3.0,0,0
28214,run,BAL,1.0,5,2,16,6,1.0,1,,4.0,0,0
28215,run,BAL,2.0,1,2,16,2,1.0,1,D.Freeman,2.0,1,1
28229,run,BAL,1.0,10,3,16,64,0.0,1,L.Murray,2.0,0,0
28233,run,BAL,3.0,24,3,16,64,0.0,1,J.Johnson,7.0,0,0
28234,run,CIN,1.0,10,3,16,86,1.0,1,J.Mixon,3.0,0,0
28236,run,CIN,3.0,7,3,16,83,1.0,1,,12.0,1,0
28237,run,CIN,1.0,10,3,16,71,1.0,1,J.Mixon,2.0,0,0
28241,run,CIN,1.0,10,3,16,54,1.0,1,J.Mixon,2.0,0,0
28243,run,CIN,1.0,10,3,16,43,1.0,1,J.Mixon,2.0,0,0
28247,run,CIN,1.0,10,3,16,25,1.0,1,J.Mixon,8.0,0,0
28250,run,CIN,2.0,15,3,16,20,1.0,1,J.Mixon,2.0,0,0
28267,run,BAL,3.0,2,4,16,67,0.0,1,J.Johnson,1.0,0,0
28268,run,BAL,4.0,1,4,16,66,0.0,1,L.Murray,0.0,0,0
28281,run,CIN,1.0,10,4,16,64,1.0,1,J.Mixon,2.0,0,0
28284,run,CIN,1.0,6,4,16,6,1.0,1,J.Mixon,2.0,0,0
28285,run,NE,1.0,10,1,16,75,0.0,1,D.Harris,0.0,0,0
28290,run,BUF,1.0,10,1,16,50,1.0,1,D.Singletary,3.0,0,0
28292,run,BUF,1.0,10,1,16,39,1.0,1,D.Singletary,3.0,0,0
28295,run,BUF,1.0,10,1,16,29,1.0,1,J.Allen,5.0,0,0
28298,run,BUF,2.0,3,1,16,4,1.0,1,J.Allen,1.0,0,0
28301,run,NE,1.0,10,1,16,75,1.0,1,D.Harris,9.0,0,0
28302,run,NE,2.0,1,1,16,66,1.0,1,D.Harris,5.0,1,0
28303,run,NE,1.0,10,1,16,61,1.0,1,G.Olszewski,9.0,0,0
28304,run,NE,2.0,1,1,16,52,1.0,1,M.Jones,0.0,0,0
28305,run,NE,3.0,1,1,16,52,1.0,1,D.Harris,0.0,0,0
28306,run,NE,4.0,1,1,16,52,1.0,1,D.Harris,4.0,1,0
28307,run,NE,1.0,10,1,16,48,1.0,1,D.Harris,2.0,0,0
28311,run,NE,3.0,2,1,16,29,1.0,1,B.Bolden,1.0,0,0
28312,run,NE,4.0,1,2,16,28,1.0,1,D.Harris,12.0,1,0
28313,run,NE,1.0,10,2,16,16,1.0,1,D.Harris,16.0,1,1
28315,run,BUF,2.0,2,2,16,67,1.0,1,D.Singletary,5.0,1,0
28318,run,BUF,2.0,1,2,16,41,1.0,1,Z.Moss,3.0,1,0
28319,run,BUF,1.0,10,2,16,38,1.0,1,,25.0,1,0
28320,run,BUF,1.0,10,2,16,13,1.0,1,D.Singletary,2.0,0,0
28329,run,BUF,1.0,7,2,16,7,1.0,1,Z.Moss,6.0,0,0
28333,run,NE,1.0,10,2,16,99,0.0,1,D.Harris,1.0,0,0
28337,run,BUF,2.0,10,2,16,42,1.0,1,J.Allen,2.0,0,0
28340,run,BUF,1.0,10,2,16,11,1.0,1,I.McKenzie,-1.0,0,0
28345,run,NE,1.0,10,2,16,60,0.0,1,,7.0,0,0
28348,run,BUF,1.0,20,2,16,90,0.0,1,J.Allen,8.0,0,0
28349,run,BUF,2.0,12,2,16,82,0.0,1,Z.Moss,3.0,0,0
28351,run,BUF,2.0,1,3,16,71,1.0,1,D.Singletary,7.0,1,0
28356,run,BUF,2.0,1,3,16,26,1.0,1,J.Allen,3.0,1,0
28363,run,NE,1.0,10,3,16,75,1.0,1,D.Harris,31.0,1,0
28364,run,NE,1.0,10,3,16,44,1.0,1,D.Harris,2.0,0,0
28365,run,NE,2.0,8,3,16,42,1.0,1,D.Harris,0.0,0,0
28370,run,NE,4.0,1,3,16,23,1.0,1,M.Jones,6.0,1,0
28371,run,NE,1.0,10,3,16,17,1.0,1,M.Jones,0.0,0,0
28375,run,NE,1.0,3,3,16,3,1.0,1,D.Harris,2.0,0,0
28376,run,NE,2.0,1,3,16,1,1.0,1,D.Harris,1.0,1,1
28378,run,BUF,2.0,4,3,16,60,1.0,1,D.Singletary,2.0,0,0
28381,run,BUF,1.0,10,4,16,25,1.0,1,,11.0,1,0
28382,run,BUF,1.0,10,4,16,14,1.0,1,D.Singletary,1.0,0,0
28384,run,BUF,1.0,4,4,16,4,1.0,1,D.Singletary,2.0,0,0
28385,run,BUF,2.0,2,4,16,2,1.0,1,D.Singletary,2.0,1,1
28388,run,NE,2.0,1,4,16,66,1.0,1,D.Harris,3.0,1,0
28393,run,NE,1.0,10,4,16,24,1.0,1,D.Harris,1.0,0,0
28394,run,NE,2.0,9,4,16,23,1.0,1,,9.0,1,0
28395,run,NE,1.0,10,4,16,14,1.0,1,D.Harris,6.0,0,0
28396,run,NE,2.0,4,4,16,8,1.0,1,D.Harris,8.0,1,1
28401,run,BUF,1.0,10,4,16,43,1.0,1,D.Singletary,7.0,0,0
28402,run,BUF,2.0,3,4,16,36,1.0,1,J.Allen,2.0,0,0
28403,run,BUF,3.0,1,4,16,34,1.0,1,J.Allen,0.0,0,0
28404,run,BUF,4.0,1,4,16,34,1.0,1,J.Allen,8.0,1,0
28405,run,BUF,1.0,10,4,16,26,1.0,1,D.Singletary,0.0,0,0
28408,run,BUF,1.0,7,4,16,7,1.0,1,D.Singletary,5.0,0,0
28410,run,NE,1.0,10,4,16,83,0.0,1,,11.0,1,0
28412,run,NE,2.0,10,4,16,72,0.0,1,B.Bolden,3.0,0,0
28419,run,SEA,1.0,10,1,16,75,0.0,1,R.Penny,3.0,0,0
28423,run,CHI,2.0,6,1,16,68,0.0,1,D.Montgomery,4.0,0,0
28425,run,SEA,1.0,10,1,16,80,0.0,1,R.Penny,3.0,0,0
28427,run,SEA,1.0,10,1,16,70,0.0,1,R.Penny,-1.0,0,0
28428,run,SEA,2.0,11,1,16,71,0.0,1,R.Penny,25.0,1,0
28429,run,SEA,1.0,10,1,16,46,0.0,1,R.Penny,5.0,0,0
28430,run,SEA,2.0,5,1,16,41,0.0,1,D.Dallas,0.0,0,0
28432,run,CHI,1.0,10,1,16,73,1.0,1,D.Montgomery,11.0,1,0
28437,run,CHI,2.0,10,1,16,51,1.0,1,D.Montgomery,2.0,0,0
28439,run,CHI,1.0,10,1,16,41,1.0,1,D.Mooney,2.0,0,0
28440,run,CHI,2.0,8,1,16,39,1.0,1,D.Montgomery,-2.0,0,0
28441,run,CHI,1.0,10,1,16,15,1.0,1,D.Montgomery,8.0,0,0
28442,run,CHI,2.0,2,1,16,7,1.0,1,D.Montgomery,3.0,1,0
28443,run,CHI,1.0,4,1,16,4,1.0,1,D.Montgomery,2.0,0,0
28444,run,CHI,2.0,2,1,16,2,1.0,1,D.Montgomery,-2.0,0,0
28447,run,SEA,1.0,10,1,16,98,0.0,1,R.Penny,2.0,0,0
28451,run,CHI,2.0,5,2,16,10,1.0,1,D.Mooney,0.0,0,0
28453,run,CHI,1.0,1,2,16,1,1.0,1,D.Montgomery,0.0,0,0
28454,run,CHI,2.0,1,2,16,1,1.0,1,D.Montgomery,1.0,1,1
28455,run,SEA,1.0,10,2,16,74,1.0,1,R.Penny,3.0,0,0
28456,run,SEA,2.0,7,2,16,71,1.0,1,R.Penny,2.0,0,0
28461,run,SEA,1.0,10,2,16,43,1.0,1,R.Penny,6.0,0,0
28462,run,SEA,2.0,4,2,16,37,1.0,1,D.Dallas,5.0,1,0
28463,run,SEA,1.0,10,2,16,32,1.0,1,D.Dallas,7.0,1,0
28466,run,SEA,1.0,3,2,16,3,1.0,1,R.Penny,3.0,1,1
28467,run,CHI,1.0,10,2,16,67,0.0,1,D.Montgomery,-2.0,0,0
28471,run,CHI,2.0,20,2,16,64,0.0,1,K.Herbert,1.0,0,0
28474,run,SEA,1.0,10,2,16,59,1.0,1,,10.0,1,0
28479,run,CHI,1.0,10,2,16,75,0.0,1,D.Williams,12.0,1,0
28480,run,CHI,1.0,10,3,16,80,0.0,1,,8.0,0,0
28481,run,CHI,2.0,2,3,16,72,0.0,1,D.Montgomery,3.0,1,0
28482,run,CHI,1.0,10,3,16,69,0.0,1,D.Montgomery,-4.0,0,0
28486,run,SEA,2.0,10,3,16,49,0.0,1,R.Penny,6.0,0,0
28488,run,CHI,1.0,10,3,16,61,0.0,1,D.Montgomery,4.0,0,0
28490,run,CHI,3.0,1,3,16,52,0.0,1,D.Montgomery,4.0,1,0
28491,run,CHI,1.0,10,3,16,48,0.0,1,D.Montgomery,-1.0,0,0
28493,run,CHI,1.0,10,3,16,33,0.0,1,D.Montgomery,9.0,0,0
28495,run,CHI,3.0,1,3,16,24,0.0,1,D.Montgomery,2.0,1,0
28497,run,CHI,2.0,8,3,16,20,0.0,1,K.Herbert,20.0,1,1
