,play_type,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,rush_attempt,rusher,rushing_yards,first_down,rush_touchdown
17588,run,CAR,2.0,2,3,10,57,1.0,1,C.Newton,4.0,1,0
17589,run,CAR,1.0,10,3,10,20,1.0,1,C.McCaffrey,0.0,0,0
17591,run,CAR,1.0,5,3,10,5,1.0,1,C.Hubbard,5.0,1,1
17594,run,ARI,2.0,23,3,10,53,0.0,1,,4.0,0,0
17597,run,CAR,1.0,10,3,10,51,0.0,1,C.Hubbard,2.0,0,0
17598,run,CAR,2.0,8,3,10,49,0.0,1,P.Walker,0.0,0,0
17600,run,ARI,2.0,1,3,10,31,0.0,1,J.Conner,0.0,0,0
17601,run,ARI,3.0,1,3,10,31,0.0,1,J.Conner,0.0,0,0
17602,run,ARI,4.0,1,3,10,31,0.0,1,C.Streveler,0.0,0,0
17603,run,CAR,1.0,10,3,10,65,0.0,1,A.Abdullah,4.0,0,0
17604,run,CAR,2.0,6,4,10,61,0.0,1,A.Abdullah,-9.0,0,0
17605,run,CAR,3.0,15,4,10,70,0.0,1,A.Abdullah,3.0,0,0
17610,run,ARI,2.0,5,4,10,54,1.0,1,J.Conner,4.0,0,0
17611,run,ARI,3.0,1,4,10,50,1.0,1,J.Conner,4.0,1,0
17612,run,ARI,1.0,10,4,10,31,1.0,1,E.Benjamin,6.0,0,0
17614,run,ARI,3.0,1,4,10,22,1.0,1,J.Conner,11.0,1,0
17616,run,ARI,2.0,10,4,10,11,1.0,1,J.Conner,11.0,1,1
17617,run,CAR,1.0,10,4,10,45,1.0,1,A.Abdullah,15.0,1,0
17619,run,CAR,2.0,10,4,10,30,1.0,1,A.Abdullah,4.0,0,0
17621,run,CAR,1.0,10,4,10,19,1.0,1,C.Newton,8.0,0,0
17622,run,CAR,2.0,2,4,10,11,1.0,1,A.Abdullah,6.0,1,0
17623,run,CAR,1.0,5,4,10,5,1.0,1,C.Hubbard,-4.0,0,0
17625,run,CAR,3.0,6,4,10,6,1.0,1,A.Abdullah,-3.0,0,0
17628,run,ARI,3.0,20,4,10,85,0.0,1,E.Benjamin,1.0,0,0
17629,run,CAR,1.0,10,4,10,64,0.0,1,C.Hubbard,1.0,0,0
17630,run,CAR,2.0,9,4,10,63,0.0,1,C.Hubbard,7.0,0,0
17631,run,CAR,3.0,2,4,10,56,0.0,1,C.Hubbard,-2.0,0,0
17632,run,ARI,1.0,10,4,10,89,0.0,1,E.Benjamin,9.0,0,0
17633,run,CLE,1.0,10,1,10,84,1.0,1,D.Johnson,5.0,0,0
17636,run,CLE,2.0,10,1,10,73,1.0,1,D.Johnson,10.0,1,0
17638,run,CLE,1.0,10,1,10,50,1.0,1,D.Johnson,24.0,1,0
17639,run,CLE,1.0,5,1,10,21,1.0,1,D.Johnson,19.0,1,0
17640,run,CLE,1.0,2,1,10,2,1.0,1,J.Stanton,0.0,0,0
17644,run,NE,1.0,10,1,10,83,1.0,1,R.Stevenson,0.0,0,0
17647,run,NE,1.0,10,1,10,69,1.0,1,B.Bolden,5.0,0,0
17648,run,NE,2.0,5,1,10,64,1.0,1,R.Stevenson,-1.0,0,0
17650,run,NE,1.0,20,1,10,68,1.0,1,K.Bourne,15.0,0,0
17651,run,NE,2.0,5,1,10,53,1.0,1,R.Stevenson,9.0,1,0
17653,run,NE,1.0,10,1,10,33,1.0,1,R.Stevenson,13.0,1,0
17654,run,NE,1.0,10,1,10,20,1.0,1,R.Stevenson,4.0,0,0
17657,run,NE,1.0,3,1,10,3,1.0,1,R.Stevenson,0.0,0,0
17659,run,CLE,1.0,10,1,10,71,0.0,1,D.Johnson,3.0,0,0
17662,run,NE,1.0,5,2,10,5,1.0,1,R.Stevenson,5.0,1,1
17665,run,CLE,1.0,10,2,10,66,0.0,1,D.Johnson,1.0,0,0
17668,run,NE,1.0,10,2,10,99,0.0,1,R.Stevenson,5.0,0,0
17669,run,NE,2.0,5,2,10,94,0.0,1,R.Stevenson,4.0,0,0
17670,run,NE,3.0,1,2,10,90,0.0,1,R.Stevenson,18.0,1,0
17671,run,NE,1.0,10,2,10,72,0.0,1,J.Taylor,2.0,0,0
17672,run,NE,2.0,8,2,10,70,0.0,1,J.Taylor,3.0,0,0
17675,run,NE,2.0,10,2,10,55,0.0,1,J.Taylor,1.0,0,0
17677,run,NE,1.0,10,2,10,28,0.0,1,B.Bolden,5.0,0,0
17680,run,CLE,2.0,10,2,10,67,0.0,1,D.Johnson,2.0,0,0
17682,run,NE,1.0,10,2,10,67,1.0,1,R.Stevenson,1.0,0,0
17684,run,NE,1.0,10,2,10,55,1.0,1,R.Stevenson,-1.0,0,0
17685,run,NE,2.0,11,2,10,56,1.0,1,R.Stevenson,16.0,1,0
17686,run,NE,1.0,10,2,10,40,1.0,1,K.Bourne,11.0,1,0
17690,run,NE,2.0,19,2,10,25,1.0,1,R.Stevenson,5.0,0,0
17693,run,NE,1.0,10,3,10,73,0.0,1,R.Stevenson,1.0,0,0
17696,run,CLE,1.0,10,3,10,86,0.0,1,D.Johnson,5.0,0,0
17699,run,CLE,2.0,4,3,10,66,0.0,1,D.Johnson,2.0,0,0
17700,run,CLE,3.0,2,3,10,64,0.0,1,D.Johnson,-3.0,0,0
17702,run,NE,1.0,10,3,10,82,1.0,1,R.Stevenson,5.0,0,0
17704,run,NE,1.0,10,3,10,58,1.0,1,B.Bolden,22.0,1,0
17707,run,NE,2.0,10,3,10,19,1.0,1,K.Bourne,17.0,1,0
17708,run,NE,1.0,2,3,10,2,1.0,1,R.Stevenson,2.0,1,1
17710,run,CLE,2.0,1,3,10,64,0.0,1,D.Johnson,4.0,1,0
17719,run,NE,1.0,10,3,10,22,1.0,1,R.Stevenson,5.0,0,0
17720,run,NE,1.0,10,4,10,12,1.0,1,R.Stevenson,10.0,1,0
17721,run,NE,1.0,2,4,10,2,1.0,1,R.Stevenson,-1.0,0,0
17724,run,CLE,1.0,10,4,10,81,1.0,1,D.Johnson,5.0,0,0
17728,run,CLE,2.0,10,4,10,53,1.0,1,D.Johnson,3.0,0,0
17731,run,CLE,1.0,10,4,10,34,1.0,1,D.Johnson,9.0,0,0
17735,run,CLE,1.0,8,4,10,8,1.0,1,D.Johnson,1.0,0,0
17739,run,NE,1.0,10,4,10,95,1.0,1,J.Taylor,2.0,0,0
17741,run,NE,1.0,10,4,10,67,1.0,1,J.Taylor,3.0,0,0
17743,run,NE,1.0,5,4,10,11,1.0,1,J.Taylor,0.0,0,0
17745,run,CLE,1.0,10,4,10,74,0.0,1,D.Johnson,3.0,0,0
17746,run,CLE,2.0,7,4,10,71,0.0,1,D.Johnson,3.0,0,0
17748,run,CLE,1.0,10,4,10,50,0.0,1,D.Johnson,5.0,0,0
17749,run,CLE,2.0,5,4,10,45,0.0,1,D.Johnson,-2.0,0,0
17752,run,PIT,2.0,4,1,10,77,1.0,1,N.Harris,5.0,1,0
17753,run,PIT,1.0,10,1,10,72,1.0,1,N.Harris,3.0,0,0
17755,run,PIT,1.0,10,1,10,58,1.0,1,N.Harris,3.0,0,0
17757,run,PIT,1.0,10,1,10,22,1.0,1,N.Harris,11.0,1,0
17758,run,PIT,1.0,10,1,10,11,1.0,1,N.Harris,2.0,0,0
17761,run,DET,1.0,15,1,10,89,0.0,1,D.Swift,1.0,0,0
17763,run,DET,3.0,12,1,10,86,0.0,1,D.Swift,7.0,0,0
17767,run,DET,1.0,10,1,10,85,0.0,1,J.Jefferson,9.0,0,0
17769,run,DET,3.0,4,1,10,79,0.0,1,D.Swift,3.0,0,0
17770,run,PIT,1.0,10,1,10,72,0.0,1,N.Harris,5.0,0,0
17777,run,DET,2.0,10,1,10,52,0.0,1,D.Swift,0.0,0,0
17778,run,DET,3.0,10,1,10,52,0.0,1,D.Swift,0.0,0,0
17779,run,PIT,1.0,10,1,10,80,0.0,1,N.Harris,5.0,0,0
17783,run,DET,2.0,3,2,10,32,0.0,1,J.Jefferson,4.0,1,0
17784,run,DET,1.0,10,2,10,28,0.0,1,J.Jefferson,28.0,1,1
17785,run,PIT,1.0,15,2,10,80,1.0,1,N.Harris,0.0,0,0
17790,run,PIT,1.0,5,2,10,33,1.0,1,N.Harris,2.0,0,0
17791,run,PIT,2.0,3,2,10,31,1.0,1,N.Harris,9.0,1,0
17792,run,PIT,1.0,10,2,10,22,1.0,1,N.Harris,3.0,0,0
17793,run,PIT,2.0,7,2,10,19,1.0,1,N.Harris,12.0,1,0
17797,run,DET,1.0,10,2,10,69,1.0,1,D.Swift,15.0,1,0
17799,run,DET,2.0,10,2,10,54,1.0,1,D.Swift,4.0,0,0
17801,run,DET,4.0,1,2,10,45,1.0,1,D.Swift,10.0,1,0
17802,run,DET,1.0,10,2,10,35,1.0,1,D.Swift,2.0,0,0
17803,run,DET,2.0,8,2,10,33,1.0,1,D.Swift,5.0,0,0
17804,run,DET,3.0,3,2,10,28,1.0,1,D.Swift,21.0,1,0
17805,run,DET,1.0,7,2,10,7,1.0,1,D.Swift,-1.0,0,0
17807,run,DET,3.0,8,2,10,8,1.0,1,D.Swift,6.0,0,0
17808,run,DET,1.0,10,3,10,85,0.0,1,D.Swift,16.0,1,0
17809,run,DET,1.0,10,3,10,69,0.0,1,D.Swift,1.0,0,0
17811,run,DET,3.0,9,3,10,68,0.0,1,D.Swift,12.0,1,0
17812,run,DET,1.0,10,3,10,56,0.0,1,G.Igwebuike,14.0,1,0
17813,run,DET,1.0,10,3,10,42,0.0,1,G.Igwebuike,42.0,1,1
17814,run,PIT,1.0,10,3,10,74,1.0,1,,26.0,1,0
17816,run,PIT,2.0,10,3,10,48,1.0,1,N.Harris,1.0,1,0
17818,run,PIT,2.0,10,3,10,32,1.0,1,N.Harris,7.0,0,0
17820,run,PIT,1.0,10,3,10,20,1.0,1,B.Snell,4.0,0,0
17822,run,PIT,3.0,6,3,10,16,1.0,1,,11.0,1,0
17827,run,DET,2.0,10,3,10,67,0.0,1,D.Swift,4.0,0,0
17829,run,DET,1.0,10,3,10,44,0.0,1,D.Swift,1.0,0,0
17830,run,DET,2.0,9,3,10,43,0.0,1,D.Swift,4.0,0,0
17832,run,PIT,1.0,10,3,10,80,0.0,1,N.Harris,1.0,0,0
17835,run,PIT,1.0,10,3,10,65,0.0,1,N.Harris,0.0,0,0
17836,run,PIT,2.0,10,3,10,65,0.0,1,N.Harris,6.0,0,0
17838,run,DET,1.0,10,3,10,82,0.0,1,D.Swift,1.0,0,0
17841,run,PIT,1.0,10,4,10,50,0.0,1,N.Harris,8.0,0,0
17842,run,PIT,2.0,2,4,10,42,0.0,1,N.Harris,4.0,1,0
17843,run,PIT,1.0,10,4,10,38,0.0,1,N.Harris,2.0,0,0
17844,run,PIT,2.0,8,4,10,36,0.0,1,N.Harris,3.0,0,0
17846,run,DET,1.0,10,4,10,75,0.0,1,D.Swift,0.0,0,0
17849,run,DET,4.0,1,4,10,66,0.0,1,J.Cabinda,2.0,1,0
17850,run,DET,1.0,10,4,10,64,0.0,1,D.Swift,-5.0,0,0
17851,run,DET,2.0,15,4,10,69,0.0,1,D.Swift,0.0,0,0
17852,run,DET,3.0,15,4,10,69,0.0,1,D.Swift,4.0,0,0
17853,run,PIT,1.0,10,4,10,71,0.0,1,N.Harris,3.0,0,0
17855,run,PIT,1.0,10,4,10,59,0.0,1,N.Harris,1.0,0,0
17858,run,DET,1.0,10,4,10,87,0.0,1,D.Swift,-4.0,0,0
17859,run,DET,2.0,14,4,10,91,0.0,1,D.Swift,2.0,0,0
17862,run,PIT,2.0,10,4,10,48,0.0,1,N.Harris,3.0,0,0
17864,run,DET,1.0,10,4,10,80,0.0,1,D.Swift,6.0,0,0
17866,run,DET,1.0,10,4,10,65,0.0,1,D.Swift,5.0,0,0
17873,run,DET,1.0,10,5,10,44,0.0,1,D.Swift,3.0,0,0
17874,run,DET,2.0,7,5,10,41,0.0,1,D.Swift,0.0,0,0
17876,run,PIT,1.0,10,5,10,83,0.0,1,N.Harris,2.0,0,0
17878,run,DET,1.0,10,5,10,50,0.0,1,D.Swift,1.0,0,0
17879,run,DET,1.0,10,5,10,34,0.0,1,D.Swift,-2.0,0,0
17880,run,DET,2.0,12,5,10,36,0.0,1,D.Swift,8.0,0,0
17882,run,PIT,1.0,10,5,10,62,0.0,1,N.Harris,4.0,0,0
17883,run,PIT,2.0,6,5,10,58,0.0,1,K.Green,0.0,0,0
17899,run,IND,1.0,10,1,10,68,1.0,1,J.Taylor,34.0,1,0
17900,run,IND,1.0,10,1,10,34,1.0,1,J.Taylor,0.0,0,0
17903,run,IND,1.0,10,1,10,23,1.0,1,J.Taylor,8.0,0,0
17904,run,IND,2.0,2,1,10,15,1.0,1,J.Taylor,3.0,1,0
17906,run,IND,2.0,10,1,10,12,1.0,1,J.Taylor,7.0,0,0
17908,run,JAX,1.0,15,1,10,82,0.0,1,C.Hyde,5.0,0,0
17909,run,JAX,2.0,10,1,10,77,0.0,1,L.Shenault,1.0,0,0
17911,run,JAX,1.0,10,1,10,91,0.0,1,J.Robinson,2.0,0,0
17915,run,IND,2.0,5,1,10,48,1.0,1,J.Taylor,20.0,1,0
17916,run,IND,1.0,10,1,10,28,1.0,1,J.Taylor,5.0,0,0
17919,run,IND,1.0,10,1,10,16,1.0,1,J.Taylor,8.0,0,0
17920,run,IND,2.0,2,1,10,8,1.0,1,J.Taylor,4.0,1,0
17921,run,IND,1.0,4,1,10,4,1.0,1,J.Taylor,4.0,1,1
17923,run,JAX,2.0,10,1,10,78,0.0,1,J.Robinson,0.0,0,0
17925,run,JAX,1.0,10,1,10,66,0.0,1,J.Agnew,66.0,1,1
17930,run,JAX,2.0,10,2,10,62,0.0,1,J.Robinson,3.0,0,0
17932,run,IND,1.0,15,2,10,94,0.0,1,N.Hines,9.0,0,0
17933,run,IND,2.0,6,2,10,85,0.0,1,N.Hines,3.0,0,0
17935,run,JAX,1.0,10,2,10,63,0.0,1,J.Agnew,5.0,0,0
17936,run,JAX,2.0,15,2,10,68,0.0,1,,12.0,0,0
17938,run,IND,1.0,10,2,10,90,0.0,1,J.Taylor,1.0,0,0
17939,run,IND,2.0,9,2,10,89,0.0,1,J.Taylor,3.0,0,0
17941,run,JAX,1.0,10,2,10,57,0.0,1,,4.0,0,0
17942,run,JAX,2.0,6,2,10,53,0.0,1,L.Shenault,5.0,0,0
17943,run,JAX,3.0,1,2,10,48,0.0,1,C.Hyde,-1.0,0,0
17946,run,IND,2.0,10,2,10,64,1.0,1,J.Taylor,6.0,0,0
17949,run,IND,1.0,10,2,10,19,1.0,1,J.Taylor,4.0,0,0
17952,run,JAX,1.0,10,2,10,75,0.0,1,,8.0,0,0
17961,run,JAX,1.0,10,2,10,46,0.0,1,,8.0,0,0
17964,run,JAX,1.0,10,3,10,80,0.0,1,J.Robinson,10.0,1,0
17965,run,JAX,1.0,10,3,10,70,0.0,1,J.Robinson,3.0,0,0
17966,run,JAX,1.0,10,3,10,55,0.0,1,J.Agnew,8.0,0,0
17967,run,JAX,2.0,2,3,10,47,0.0,1,J.Robinson,14.0,1,0
17973,run,IND,2.0,4,3,10,53,0.0,1,J.Taylor,0.0,0,0
17983,run,IND,1.0,10,3,10,91,0.0,1,J.Taylor,6.0,0,0
17985,run,IND,1.0,10,3,10,70,0.0,1,J.Taylor,0.0,0,0
17989,run,JAX,2.0,10,3,10,65,1.0,1,J.Robinson,0.0,0,0
17992,run,JAX,2.0,6,4,10,38,1.0,1,J.Robinson,18.0,1,0
17993,run,JAX,1.0,10,4,10,15,1.0,1,J.Robinson,3.0,0,0
17996,run,JAX,1.0,2,4,10,2,1.0,1,J.Robinson,1.0,0,0
17997,run,JAX,2.0,1,4,10,1,1.0,1,J.Robinson,1.0,1,1
18000,run,IND,2.0,9,4,10,69,0.0,1,J.Taylor,-1.0,0,0
18002,run,JAX,1.0,10,4,10,77,0.0,1,T.Lawrence,1.0,0,0
18005,run,IND,1.0,10,4,10,83,1.0,1,J.Taylor,3.0,0,0
18007,run,IND,1.0,10,4,10,70,1.0,1,,2.0,0,0
18009,run,IND,1.0,10,4,10,52,1.0,1,J.Taylor,0.0,0,0
18012,run,IND,1.0,10,4,10,22,1.0,1,J.Taylor,1.0,0,0
18017,run,JAX,3.0,1,4,10,66,0.0,1,J.Robinson,2.0,1,0
18021,run,KC,1.0,10,1,10,78,0.0,1,Da.Williams,5.0,0,0
18022,run,KC,2.0,5,1,10,73,0.0,1,Da.Williams,0.0,0,0
18024,run,LV,1.0,10,1,10,70,0.0,1,J.Jacobs,3.0,0,0
18026,run,LV,3.0,1,1,10,61,0.0,1,J.Jacobs,5.0,1,0
18027,run,LV,1.0,10,1,10,56,0.0,1,K.Drake,3.0,0,0
18032,run,KC,1.0,10,1,10,77,1.0,1,D.Gore,5.0,0,0
18038,run,KC,2.0,2,1,10,12,1.0,1,Da.Williams,1.0,0,0
18039,run,KC,3.0,1,1,10,11,1.0,1,B.Bell,3.0,1,0
18042,run,LV,2.0,6,1,10,71,0.0,1,J.Jacobs,3.0,0,0
18046,run,LV,2.0,7,2,10,20,1.0,1,,1.0,0,0
18047,run,LV,1.0,5,2,10,5,1.0,1,J.Jacobs,-1.0,0,0
18050,run,KC,2.0,3,2,10,68,0.0,1,Da.Williams,21.0,1,0
18052,run,KC,1.0,10,2,10,34,0.0,1,Da.Williams,1.0,0,0
18057,run,LV,1.0,10,2,10,75,0.0,1,K.Drake,12.0,1,0
18058,run,LV,1.0,10,2,10,63,0.0,1,K.Drake,2.0,0,0
18059,run,LV,2.0,8,2,10,61,0.0,1,K.Drake,-1.0,0,0
18061,run,KC,1.0,10,2,10,58,1.0,1,D.Gore,3.0,0,0
18065,run,KC,1.0,10,2,10,12,1.0,1,T.Hill,2.0,0,0
18067,run,KC,3.0,1,2,10,3,1.0,1,Da.Williams,0.0,0,0
18068,run,KC,4.0,1,2,10,3,1.0,1,Da.Williams,2.0,1,0
18081,run,LV,1.0,10,3,10,75,0.0,1,,9.0,0,0
18082,run,LV,2.0,1,3,10,66,0.0,1,J.Jacobs,2.0,1,0
18086,run,KC,1.0,10,3,10,82,1.0,1,Da.Williams,6.0,0,0
18089,run,KC,1.0,10,3,10,63,1.0,1,Da.Williams,-1.0,1,0
18092,run,KC,2.0,2,3,10,24,1.0,1,J.McKinnon,5.0,1,0
18097,run,KC,3.0,4,3,10,4,1.0,1,M.Hardman,3.0,0,0
18099,run,LV,1.0,10,3,10,82,0.0,1,J.Jacobs,1.0,0,0
18103,run,KC,1.0,10,3,10,57,1.0,1,Da.Williams,2.0,0,0
18104,run,KC,2.0,8,3,10,55,1.0,1,Da.Williams,6.0,0,0
18109,run,LV,1.0,10,3,10,75,0.0,1,J.Jacobs,3.0,0,0
18116,run,KC,1.0,10,4,10,37,0.0,1,D.Gore,-1.0,0,0
18123,run,KC,1.0,5,4,10,75,0.0,1,D.Gore,4.0,0,0
18125,run,KC,1.0,10,4,10,63,0.0,1,D.Gore,4.0,0,0
18126,run,KC,2.0,6,4,10,59,0.0,1,D.Gore,4.0,0,0
18128,run,KC,1.0,10,4,10,25,0.0,1,J.McKinnon,3.0,0,0
18132,run,LV,1.0,10,4,10,63,1.0,1,,8.0,0,0
18145,run,KC,1.0,10,4,10,80,0.0,1,J.McKinnon,18.0,1,0
18147,run,LA,2.0,5,1,10,70,0.0,1,D.Henderson,10.0,1,0
18150,run,SF,1.0,10,1,10,93,1.0,1,E.Mitchell,4.0,0,0
18151,run,SF,2.0,6,1,10,89,1.0,1,D.Samuel,7.0,1,0
18152,run,SF,1.0,10,1,10,82,1.0,1,J.Wilson,5.0,0,0
18155,run,SF,1.0,10,1,10,60,1.0,1,E.Mitchell,1.0,0,0
18156,run,SF,2.0,9,1,10,59,1.0,1,D.Samuel,9.0,1,0
18157,run,SF,1.0,10,1,10,50,1.0,1,J.Wilson,4.0,0,0
18158,run,SF,2.0,1,1,10,41,1.0,1,E.Mitchell,0.0,0,0
18159,run,SF,3.0,1,1,10,41,1.0,1,J.Garoppolo,2.0,1,0
18160,run,SF,1.0,10,1,10,39,1.0,1,E.Mitchell,0.0,0,0
18163,run,SF,1.0,10,1,10,26,1.0,1,D.Samuel,8.0,0,0
18164,run,SF,2.0,2,1,10,18,1.0,1,J.Wilson,6.0,1,0
18165,run,SF,1.0,10,1,10,12,1.0,1,E.Mitchell,5.0,0,0
18166,run,SF,2.0,5,1,10,7,1.0,1,E.Mitchell,-1.0,0,0
18172,run,LA,1.0,10,1,10,75,1.0,1,S.Michel,6.0,0,0
18176,run,LA,1.0,10,2,10,11,1.0,1,S.Michel,1.0,0,0
18179,run,SF,1.0,10,2,10,91,1.0,1,E.Mitchell,9.0,0,0
18180,run,SF,2.0,1,2,10,82,1.0,1,E.Mitchell,-1.0,0,0
18181,run,SF,1.0,10,2,10,78,1.0,1,E.Mitchell,1.0,0,0
18183,run,SF,1.0,10,2,10,67,1.0,1,J.Wilson,6.0,0,0
18184,run,SF,2.0,4,2,10,61,1.0,1,J.Wilson,2.0,0,0
18186,run,SF,1.0,10,2,10,44,1.0,1,E.Mitchell,13.0,1,0
18187,run,SF,1.0,10,2,10,31,1.0,1,E.Mitchell,2.0,0,0
18189,run,SF,1.0,8,2,10,8,1.0,1,D.Samuel,8.0,1,1
18190,run,LA,1.0,10,2,10,79,1.0,1,D.Henderson,3.0,0,0
18194,run,LA,2.0,5,2,10,30,1.0,1,D.Henderson,11.0,1,0
18195,run,LA,1.0,10,2,10,19,1.0,1,D.Henderson,4.0,0,0
18199,run,SF,1.0,10,3,10,77,0.0,1,E.Mitchell,17.0,1,0
18200,run,SF,1.0,10,3,10,60,0.0,1,E.Mitchell,4.0,0,0
18201,run,SF,2.0,6,3,10,56,0.0,1,E.Mitchell,-2.0,0,0
18204,run,LA,2.0,8,3,10,78,0.0,1,D.Henderson,3.0,0,0
18209,run,SF,1.0,10,3,10,40,0.0,1,J.Wilson,4.0,0,0
18210,run,SF,2.0,6,3,10,36,0.0,1,D.Samuel,4.0,0,0
18211,run,SF,3.0,2,3,10,32,0.0,1,J.Wilson,4.0,1,0
18212,run,SF,1.0,10,3,10,28,0.0,1,J.Wilson,-6.0,0,0
18216,run,LA,2.0,10,3,10,75,0.0,1,S.Michel,6.0,0,0
18218,run,SF,1.0,10,3,10,73,0.0,1,J.Wilson,3.0,0,0
18222,run,SF,2.0,10,3,10,59,0.0,1,E.Mitchell,4.0,0,0
18227,run,SF,1.0,10,4,10,56,0.0,1,E.Mitchell,8.0,0,0
18228,run,SF,2.0,2,4,10,48,0.0,1,E.Mitchell,4.0,1,0
18229,run,SF,1.0,10,4,10,44,0.0,1,E.Mitchell,2.0,0,0
18231,run,SF,3.0,6,4,10,40,0.0,1,J.Wilson,0.0,0,0
18245,run,LA,3.0,7,4,10,7,1.0,1,,1.0,0,0
18247,run,SF,1.0,10,4,10,89,0.0,1,E.Mitchell,-2.0,0,0
18248,run,SF,2.0,12,4,10,91,0.0,1,E.Mitchell,2.0,0,0
18249,run,SF,3.0,10,4,10,89,0.0,1,E.Mitchell,1.0,0,0
18256,run,SF,1.0,10,4,10,44,0.0,1,E.Mitchell,9.0,0,0
18257,run,SF,2.0,1,4,10,35,0.0,1,E.Mitchell,2.0,1,0
18258,run,SF,1.0,10,4,10,33,0.0,1,E.Mitchell,0.0,0,0
18259,run,SF,2.0,10,4,10,33,0.0,1,E.Mitchell,-4.0,0,0
18260,run,SF,3.0,14,4,10,37,0.0,1,E.Mitchell,8.0,0,0
18261,run,SF,4.0,6,4,10,29,0.0,1,E.Mitchell,5.0,0,0
18262,run,LA,1.0,10,4,10,75,0.0,1,S.Michel,7.0,0,0
18264,run,MIN,1.0,10,1,10,61,0.0,1,D.Cook,5.0,0,0
18266,run,MIN,1.0,10,1,10,50,0.0,1,D.Cook,3.0,0,0
18269,run,LAC,1.0,10,1,10,83,0.0,1,A.Ekeler,5.0,0,0
18272,run,MIN,1.0,10,1,10,28,0.0,1,J.Jefferson,-4.0,0,0
18276,run,LAC,1.0,10,1,10,60,0.0,1,A.Ekeler,4.0,0,0
18278,run,LAC,1.0,10,1,10,46,0.0,1,A.Ekeler,5.0,0,0
18279,run,LAC,2.0,5,1,10,41,0.0,1,L.Rountree,1.0,0,0
18282,run,MIN,1.0,10,1,10,69,0.0,1,D.Cook,12.0,1,0
18284,run,MIN,2.0,3,1,10,50,0.0,1,A.Mattison,6.0,1,0
18286,run,MIN,2.0,3,1,10,37,0.0,1,D.Cook,6.0,1,0
18291,run,LAC,1.0,10,2,10,52,0.0,1,L.Rountree,0.0,0,0
18293,run,LAC,2.0,8,2,10,31,0.0,1,A.Ekeler,4.0,0,0
18298,run,MIN,1.0,10,2,10,48,1.0,1,D.Cook,8.0,0,0
18299,run,MIN,2.0,2,2,10,40,1.0,1,D.Cook,5.0,1,0
18301,run,MIN,1.0,10,2,10,14,1.0,1,D.Cook,5.0,0,0
18302,run,MIN,1.0,4,2,10,4,1.0,1,D.Cook,3.0,0,0
18308,run,MIN,1.0,10,2,10,20,1.0,1,,4.0,0,0
18309,run,MIN,2.0,6,2,10,16,1.0,1,D.Cook,7.0,1,0
18310,run,MIN,1.0,9,2,10,9,1.0,1,D.Cook,4.0,0,0
18312,run,LAC,1.0,10,2,10,75,1.0,1,A.Ekeler,3.0,0,0
18314,run,LAC,1.0,10,2,10,65,1.0,1,J.Herbert,17.0,1,0
18317,run,LAC,2.0,2,2,10,7,1.0,1,A.Ekeler,1.0,0,0
18319,run,LAC,1.0,1,2,10,1,1.0,1,L.Rountree,1.0,1,1
18320,run,MIN,1.0,10,2,10,75,0.0,1,D.Cook,-3.0,0,0
18326,run,MIN,1.0,10,2,10,89,0.0,1,D.Cook,5.0,0,0
18329,run,LAC,1.0,10,3,10,36,1.0,1,L.Rountree,3.0,0,0
18331,run,LAC,1.0,10,3,10,22,1.0,1,L.Rountree,5.0,0,0
18334,run,LAC,1.0,7,3,10,7,1.0,1,A.Ekeler,5.0,0,0
18338,run,MIN,2.0,6,3,10,66,0.0,1,D.Cook,-1.0,0,0
18340,run,LAC,1.0,10,3,10,94,0.0,1,A.Ekeler,9.0,0,0
18341,run,LAC,2.0,1,3,10,85,0.0,1,A.Ekeler,2.0,1,0
18342,run,LAC,1.0,10,3,10,83,0.0,1,J.Kelley,6.0,0,0
18345,run,MIN,1.0,10,3,10,66,1.0,1,D.Cook,3.0,0,0
18350,run,MIN,1.0,6,3,10,6,1.0,1,D.Cook,1.0,0,0
18351,run,MIN,2.0,5,3,10,5,1.0,1,D.Cook,4.0,0,0
18352,run,MIN,3.0,1,3,10,1,1.0,1,D.Cook,0.0,0,0
18354,run,LAC,1.0,10,3,10,75,0.0,1,A.Ekeler,3.0,0,0
18358,run,MIN,2.0,7,3,10,65,1.0,1,A.Mattison,2.0,0,0
18360,run,MIN,1.0,10,4,10,51,1.0,1,A.Mattison,7.0,0,0
18362,run,MIN,1.0,10,4,10,29,1.0,1,D.Cook,0.0,0,0
18363,run,MIN,2.0,10,4,10,29,1.0,1,A.Mattison,1.0,0,0
18365,run,MIN,1.0,10,4,10,12,1.0,1,D.Cook,5.0,0,0
18366,run,MIN,2.0,5,4,10,7,1.0,1,D.Cook,2.0,0,0
18367,run,MIN,3.0,3,4,10,5,1.0,1,D.Cook,4.0,1,0
18368,run,MIN,1.0,1,4,10,1,1.0,1,D.Cook,1.0,1,1
18369,run,LAC,1.0,10,4,10,75,1.0,1,A.Ekeler,3.0,0,0
18374,run,LAC,1.0,10,4,10,32,1.0,1,,5.0,0,0
18381,run,MIN,2.0,17,4,10,82,0.0,1,D.Cook,11.0,0,0
18386,run,MIN,4.0,2,4,10,36,0.0,1,D.Cook,4.0,1,0
18388,run,TEN,2.0,7,1,10,66,0.0,1,A.Peterson,1.0,0,0
