,play_type,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,pass_attempt,complete_pass,passer,passing_yards,receiver,receiving_yards,first_down,touchdown
28485,pass,SEA,1.0,10,3,16,49,0.0,1,0,R.Wilson,,T.Lockett,,0,0
28487,pass,SEA,3.0,4,3,16,43,0.0,1,0,R.Wilson,,D.Metcalf,,0,0
28489,pass,CHI,2.0,6,3,16,57,0.0,1,1,N.Foles,5.0,D.Mooney,5.0,0,0
28492,pass,CHI,2.0,11,3,16,49,0.0,1,1,N.Foles,16.0,D.Montgomery,16.0,1,0
28494,pass,CHI,2.0,1,3,16,24,0.0,1,0,N.Foles,,D.Mooney,,0,0
28496,pass,CHI,1.0,10,3,16,22,0.0,1,1,N.Foles,2.0,D.Williams,2.0,0,0
28501,pass,SEA,2.0,7,3,16,24,0.0,1,1,R.Wilson,24.0,G.Everett,24.0,1,1
28502,pass,CHI,1.0,10,3,16,75,1.0,1,1,N.Foles,15.0,J.Graham,15.0,1,0
28503,pass,CHI,1.0,10,3,16,60,1.0,1,1,N.Foles,16.0,D.Mooney,16.0,1,0
28504,pass,CHI,1.0,10,3,16,44,1.0,1,1,N.Foles,10.0,D.Montgomery,10.0,1,0
28506,pass,CHI,2.0,7,3,16,31,1.0,1,1,N.Foles,16.0,C.Kmet,16.0,1,0
28507,pass,CHI,1.0,10,4,16,15,1.0,1,0,N.Foles,,,,0,0
28508,pass,CHI,2.0,15,4,16,20,1.0,1,1,N.Foles,14.0,C.Kmet,14.0,0,0
28512,pass,CHI,2.0,6,4,16,6,1.0,1,0,N.Foles,,,,0,0
28513,pass,CHI,3.0,17,4,16,17,1.0,1,0,N.Foles,,D.Montgomery,,0,0
28515,pass,SEA,1.0,10,4,16,46,1.0,1,0,R.Wilson,,R.Penny,,0,0
28519,pass,SEA,3.0,4,4,16,8,1.0,1,0,R.Wilson,,,,0,0
28520,pass,CHI,1.0,10,4,16,71,0.0,1,1,N.Foles,11.0,D.Byrd,11.0,1,0
28522,pass,CHI,2.0,9,4,16,59,0.0,1,1,N.Foles,5.0,D.Mooney,5.0,0,0
28523,pass,CHI,3.0,4,4,16,54,0.0,1,0,N.Foles,,D.Mooney,,0,0
28524,pass,CHI,4.0,4,4,16,54,0.0,1,0,N.Foles,,D.Williams,,0,0
28526,pass,SEA,2.0,3,4,16,39,0.0,1,1,R.Wilson,9.0,F.Swain,9.0,1,0
28528,pass,SEA,2.0,18,4,16,38,0.0,1,1,R.Wilson,-3.0,D.Eskridge,-3.0,0,0
28529,pass,SEA,3.0,21,4,16,41,0.0,1,0,R.Wilson,,F.Swain,,0,0
28530,pass,CHI,1.0,10,4,16,80,1.0,1,1,N.Foles,30.0,D.Mooney,30.0,1,0
28531,pass,CHI,1.0,10,4,16,35,1.0,1,1,N.Foles,10.0,D.Montgomery,10.0,1,0
28532,pass,CHI,1.0,10,4,16,25,1.0,1,1,N.Foles,14.0,D.Montgomery,14.0,1,0
28533,pass,CHI,1.0,10,4,16,11,1.0,1,0,N.Foles,,,,0,0
28534,pass,CHI,2.0,14,4,16,15,1.0,1,0,N.Foles,,C.Kmet,,0,0
28535,pass,CHI,3.0,14,4,16,15,1.0,1,1,N.Foles,15.0,J.Graham,15.0,1,1
28536,pass,CHI,,0,4,16,2,1.0,1,0,N.Foles,,D.Byrd,,0,0
28537,pass,SEA,1.0,10,4,16,73,0.0,1,1,R.Wilson,4.0,D.Dallas,4.0,0,0
28538,pass,SEA,2.0,16,4,16,79,0.0,1,0,R.Wilson,,T.Lockett,,0,0
28539,pass,SEA,3.0,16,4,16,79,0.0,1,1,R.Wilson,15.0,T.Lockett,15.0,0,0
28540,pass,SEA,4.0,5,4,16,68,0.0,1,0,R.Wilson,,T.Lockett,,0,0
28541,pass,CLE,1.0,10,1,16,75,1.0,1,1,B.Mayfield,7.0,J.Landry,7.0,0,0
28542,pass,CLE,2.0,3,1,16,68,1.0,1,1,B.Mayfield,40.0,N.Chubb,40.0,1,0
28544,pass,CLE,2.0,9,1,16,13,1.0,1,1,B.Mayfield,12.0,J.Landry,12.0,1,0
28546,pass,GB,1.0,10,1,16,75,0.0,1,1,A.Rodgers,1.0,M.Lewis,1.0,0,0
28547,pass,GB,2.0,9,1,16,74,0.0,1,0,A.Rodgers,,A.Jones,,0,0
28548,pass,GB,3.0,9,1,16,74,0.0,1,1,A.Rodgers,8.0,A.Jones,8.0,0,0
28551,pass,GB,2.0,10,1,16,62,0.0,1,1,A.Rodgers,4.0,D.Adams,4.0,0,0
28552,pass,GB,3.0,6,1,16,58,0.0,1,0,A.Rodgers,,A.Lazard,,0,0
28553,pass,CLE,1.0,10,1,16,92,0.0,1,0,B.Mayfield,,D.Peoples-Jones,,0,0
28555,pass,GB,2.0,6,1,16,49,1.0,1,1,A.Rodgers,33.0,D.Adams,33.0,1,0
28556,pass,GB,1.0,15,1,16,21,1.0,1,1,A.Rodgers,4.0,J.Deguara,4.0,0,0
28557,pass,GB,2.0,11,1,16,17,1.0,1,1,A.Rodgers,6.0,A.Dillon,6.0,0,0
28558,pass,GB,3.0,5,1,16,11,1.0,1,1,A.Rodgers,11.0,A.Lazard,11.0,1,1
28560,pass,CLE,2.0,9,1,16,74,1.0,1,0,B.Mayfield,,J.Landry,,0,0
28561,pass,CLE,3.0,9,1,16,74,1.0,1,1,B.Mayfield,8.0,D.Johnson,8.0,0,0
28562,pass,CLE,4.0,1,1,16,66,1.0,1,1,B.Mayfield,5.0,D.Peoples-Jones,5.0,1,0
28563,pass,CLE,1.0,10,1,16,61,1.0,1,1,B.Mayfield,8.0,R.Higgins,8.0,0,0
28566,pass,CLE,1.0,10,1,16,15,1.0,1,0,B.Mayfield,,,,0,0
28567,pass,CLE,2.0,19,1,16,24,1.0,1,0,B.Mayfield,,D.Peoples-Jones,,0,0
28568,pass,CLE,3.0,19,1,16,24,1.0,1,0,B.Mayfield,,J.Landry,,0,0
28569,pass,GB,1.0,10,1,16,78,1.0,1,1,A.Rodgers,34.0,A.Lazard,34.0,1,0
28571,pass,GB,2.0,2,2,16,36,1.0,1,1,A.Rodgers,1.0,M.Lewis,1.0,0,0
28576,pass,GB,1.0,9,2,16,9,1.0,1,0,A.Rodgers,,A.Lazard,,0,0
28577,pass,GB,2.0,9,2,16,9,1.0,1,0,A.Rodgers,,D.Adams,,0,0
28578,pass,GB,3.0,9,2,16,9,1.0,1,1,A.Rodgers,9.0,D.Adams,9.0,1,1
28580,pass,CLE,1.0,10,2,16,53,1.0,1,1,B.Mayfield,11.0,A.Hooper,11.0,1,0
28581,pass,CLE,1.0,10,2,16,42,1.0,1,1,B.Mayfield,24.0,J.Landry,24.0,1,0
28583,pass,CLE,2.0,7,2,16,15,1.0,1,1,B.Mayfield,14.0,R.Higgins,14.0,1,0
28584,pass,CLE,1.0,1,2,16,1,1.0,1,1,B.Mayfield,1.0,H.Bryant,1.0,1,1
28585,pass,CLE,,0,2,16,2,1.0,1,0,B.Mayfield,,D.Peoples-Jones,,0,0
28586,pass,GB,1.0,10,2,16,75,0.0,1,1,A.Rodgers,2.0,A.Dillon,2.0,0,0
28588,pass,GB,3.0,6,2,16,71,0.0,1,1,A.Rodgers,-2.0,A.Jones,-2.0,0,0
28590,pass,CLE,2.0,12,2,16,73,0.0,1,0,B.Mayfield,,,,0,0
28591,pass,CLE,3.0,15,2,16,76,0.0,1,1,B.Mayfield,16.0,R.Higgins,16.0,1,0
28592,pass,CLE,1.0,10,2,16,60,0.0,1,0,B.Mayfield,,J.Landry,,0,0
28594,pass,GB,2.0,7,2,16,46,1.0,1,1,A.Rodgers,10.0,D.Adams,10.0,1,0
28595,pass,GB,1.0,10,2,16,36,1.0,1,1,A.Rodgers,9.0,D.Adams,9.0,0,0
28597,pass,GB,1.0,10,2,16,24,1.0,1,1,A.Rodgers,12.0,D.Adams,12.0,1,0
28598,pass,GB,1.0,10,2,16,12,1.0,1,1,A.Rodgers,1.0,A.Jones,1.0,0,0
28599,pass,GB,2.0,9,2,16,11,1.0,1,1,A.Rodgers,10.0,D.Adams,10.0,1,0
28600,pass,GB,1.0,1,2,16,1,1.0,1,0,A.Rodgers,,M.Lewis,,0,0
28601,pass,GB,2.0,1,2,16,1,1.0,1,1,A.Rodgers,1.0,D.Adams,1.0,1,1
28604,pass,GB,2.0,4,3,16,57,1.0,1,1,A.Rodgers,17.0,D.Adams,17.0,1,0
28605,pass,GB,1.0,10,3,16,40,1.0,1,0,A.Rodgers,,J.Winfree,,0,0
28606,pass,GB,2.0,10,3,16,40,1.0,1,1,A.Rodgers,10.0,A.Jones,10.0,1,0
28610,pass,GB,2.0,7,3,16,15,1.0,1,1,A.Rodgers,1.0,J.Deguara,1.0,0,0
28611,pass,GB,3.0,6,3,16,14,1.0,1,0,A.Rodgers,,J.Deguara,,0,0
28613,pass,CLE,2.0,7,3,16,82,1.0,1,1,B.Mayfield,5.0,A.Hooper,5.0,0,0
28618,pass,CLE,1.0,10,3,16,39,1.0,1,0,B.Mayfield,,A.Hooper,,0,0
28620,pass,CLE,3.0,2,3,16,31,1.0,1,1,B.Mayfield,3.0,A.Janovich,3.0,1,0
28622,pass,CLE,1.0,15,3,16,18,1.0,1,0,B.Mayfield,,R.Higgins,,0,0
28623,pass,CLE,2.0,15,3,16,18,1.0,1,1,B.Mayfield,10.0,A.Hooper,10.0,0,0
28624,pass,CLE,3.0,5,3,16,8,1.0,1,0,B.Mayfield,,,,0,0
28626,pass,GB,2.0,20,3,16,78,0.0,1,0,A.Rodgers,,A.Lazard,,0,0
28627,pass,GB,3.0,20,3,16,78,0.0,1,1,A.Rodgers,9.0,D.Adams,9.0,0,0
28630,pass,CLE,2.0,7,4,16,56,0.0,1,0,B.Mayfield,,A.Hooper,,0,0
28631,pass,CLE,3.0,7,4,16,56,0.0,1,1,B.Mayfield,10.0,R.Higgins,10.0,1,0
28632,pass,CLE,1.0,10,4,16,46,0.0,1,0,B.Mayfield,,D.Peoples-Jones,,0,0
28634,pass,CLE,3.0,7,4,16,43,0.0,1,1,B.Mayfield,12.0,J.Landry,12.0,1,0
28635,pass,CLE,1.0,10,4,16,31,0.0,1,1,B.Mayfield,3.0,A.Janovich,3.0,0,0
28636,pass,CLE,2.0,12,4,16,33,0.0,1,0,B.Mayfield,,,,0,0
28637,pass,CLE,3.0,14,4,16,35,0.0,1,0,B.Mayfield,,,,0,0
28643,pass,CLE,2.0,2,4,16,56,1.0,1,1,B.Mayfield,11.0,N.Chubb,11.0,1,0
28644,pass,CLE,1.0,10,4,16,45,1.0,1,1,B.Mayfield,10.0,R.Higgins,10.0,1,0
28645,pass,CLE,1.0,10,4,16,35,1.0,1,0,B.Mayfield,,D.Peoples-Jones,,0,0
28646,pass,CLE,2.0,10,4,16,35,1.0,1,0,B.Mayfield,,N.Chubb,,0,0
28648,pass,CLE,1.0,5,4,16,5,1.0,1,1,B.Mayfield,5.0,A.Schwartz,5.0,1,1
28649,pass,GB,1.0,10,4,16,75,0.0,1,1,A.Rodgers,7.0,A.Dillon,7.0,0,0
28651,pass,GB,1.0,10,4,16,62,0.0,1,0,A.Rodgers,,D.Adams,,0,0
28652,pass,GB,2.0,10,4,16,62,0.0,1,1,A.Rodgers,4.0,A.Jones,4.0,0,0
28653,pass,GB,3.0,6,4,16,58,0.0,1,0,A.Rodgers,,D.Adams,,0,0
28657,pass,CLE,2.0,6,4,16,57,0.0,1,0,B.Mayfield,,D.Njoku,,0,0
28658,pass,CLE,3.0,6,4,16,57,0.0,1,1,B.Mayfield,7.0,N.Chubb,7.0,1,0
28659,pass,CLE,1.0,10,4,16,50,0.0,1,0,B.Mayfield,,D.Njoku,,0,0
28660,pass,CLE,2.0,10,4,16,50,0.0,1,0,B.Mayfield,,D.Johnson,,0,0
28661,pass,CLE,3.0,10,4,16,50,0.0,1,0,B.Mayfield,,D.Peoples-Jones,,0,0
28665,pass,DEN,2.0,6,1,16,71,0.0,1,1,D.Lock,5.0,C.Sutton,5.0,0,0
28667,pass,DEN,1.0,10,1,16,61,0.0,1,0,D.Lock,,C.Sutton,,0,0
28669,pass,DEN,3.0,9,1,16,60,0.0,1,1,D.Lock,2.0,N.Fant,2.0,0,0
28670,pass,LV,1.0,10,1,16,96,0.0,1,1,D.Carr,8.0,D.Jackson,8.0,0,0
28671,pass,LV,2.0,8,1,16,94,0.0,1,1,D.Carr,5.0,D.Jackson,5.0,0,0
28672,pass,LV,3.0,3,1,16,89,0.0,1,1,D.Carr,16.0,F.Moreau,16.0,1,0
28673,pass,LV,1.0,10,1,16,73,0.0,1,0,D.Carr,,Z.Jones,,0,0
28674,pass,LV,2.0,10,1,16,73,0.0,1,1,D.Carr,18.0,H.Renfrow,18.0,1,0
28677,pass,LV,3.0,4,1,16,49,0.0,1,0,D.Carr,,Z.Jones,,0,0
28679,pass,DEN,2.0,9,1,16,88,0.0,1,1,D.Lock,7.0,J.Williams,7.0,1,0
28681,pass,DEN,2.0,9,1,16,65,0.0,1,0,D.Lock,,A.Okwuegbunam,,0,0
28682,pass,DEN,1.0,10,1,16,49,0.0,1,0,D.Lock,,,,0,0
28684,pass,DEN,3.0,14,1,16,53,0.0,1,1,D.Lock,1.0,J.Williams,1.0,0,0
28686,pass,LV,2.0,3,1,16,69,1.0,1,0,D.Carr,,D.Jackson,,0,0
28688,pass,LV,1.0,10,1,16,65,1.0,1,0,D.Carr,,J.Jacobs,,0,0
28690,pass,LV,3.0,4,1,16,59,1.0,1,1,D.Carr,6.0,Z.Jones,6.0,1,0
28691,pass,LV,1.0,10,1,16,53,1.0,1,1,D.Carr,4.0,Z.Jones,4.0,0,0
28695,pass,LV,2.0,7,2,16,38,1.0,1,1,D.Carr,0.0,P.Barber,0.0,0,0
28696,pass,LV,1.0,10,2,16,23,1.0,1,1,D.Carr,15.0,Z.Jones,15.0,1,0
28698,pass,LV,2.0,10,2,16,10,1.0,1,1,D.Carr,10.0,H.Renfrow,10.0,1,1
28699,pass,DEN,1.0,10,2,16,75,0.0,1,1,D.Lock,40.0,J.Jeudy,40.0,1,0
28701,pass,DEN,2.0,24,2,16,49,0.0,1,1,D.Lock,4.0,M.Gordon,4.0,0,0
28702,pass,DEN,3.0,20,2,16,45,0.0,1,1,D.Lock,14.0,J.Jeudy,14.0,0,0
28703,pass,LV,1.0,10,2,16,75,0.0,1,1,D.Carr,20.0,F.Moreau,20.0,1,0
28705,pass,LV,2.0,10,2,16,55,0.0,1,1,D.Carr,-5.0,J.Jacobs,-5.0,0,0
28706,pass,LV,3.0,15,2,16,60,0.0,1,1,D.Carr,5.0,J.Richard,5.0,0,0
28707,pass,DEN,1.0,10,2,16,92,0.0,1,0,D.Lock,,T.Patrick,,0,0
28709,pass,DEN,3.0,7,2,16,89,0.0,1,1,D.Lock,6.0,J.Jeudy,6.0,0,0
28710,pass,LV,1.0,10,2,16,67,0.0,1,1,D.Carr,7.0,Z.Jones,7.0,0,0
28712,pass,DEN,1.0,10,2,16,41,0.0,1,1,D.Lock,8.0,C.Sutton,8.0,0,0
28714,pass,DEN,3.0,6,2,16,37,0.0,1,0,D.Lock,,J.Jeudy,,0,0
28715,pass,LV,1.0,10,2,16,74,0.0,1,0,D.Carr,,J.Jacobs,,0,0
28720,pass,LV,2.0,7,3,16,57,1.0,1,1,D.Carr,13.0,D.Jackson,13.0,1,0
28726,pass,DEN,1.0,10,3,16,75,0.0,1,1,D.Lock,20.0,N.Fant,20.0,1,0
28728,pass,DEN,2.0,13,3,16,58,0.0,1,1,D.Lock,5.0,T.Patrick,5.0,0,0
28729,pass,DEN,3.0,8,3,16,53,0.0,1,0,D.Lock,,N.Fant,,0,0
28731,pass,LV,2.0,5,3,16,82,0.0,1,1,D.Carr,12.0,Z.Jones,12.0,1,0
28733,pass,LV,2.0,6,3,16,66,0.0,1,1,D.Carr,12.0,H.Renfrow,12.0,1,0
28734,pass,LV,1.0,10,3,16,54,0.0,1,1,D.Carr,18.0,D.Jackson,18.0,1,0
28737,pass,LV,3.0,6,3,16,32,0.0,1,0,D.Carr,,,,0,0
28739,pass,DEN,2.0,9,3,16,57,0.0,1,1,D.Lock,13.0,T.Patrick,13.0,1,0
28742,pass,DEN,3.0,7,3,16,41,0.0,1,1,D.Lock,4.0,C.Sutton,4.0,0,0
28744,pass,LV,2.0,7,4,16,52,1.0,1,1,D.Carr,6.0,Z.Jones,6.0,0,0
28750,pass,LV,1.0,10,4,16,33,1.0,1,1,D.Carr,3.0,F.Moreau,3.0,0,0
28754,pass,LV,3.0,4,4,16,14,1.0,1,0,D.Carr,,,,0,0
28756,pass,DEN,2.0,14,4,16,79,0.0,1,1,D.Lock,8.0,N.Fant,8.0,0,0
28758,pass,DEN,4.0,1,4,16,66,0.0,1,1,D.Lock,16.0,C.Sutton,16.0,1,0
28759,pass,DEN,1.0,10,4,16,50,0.0,1,0,D.Lock,,T.Patrick,,0,0
28760,pass,DEN,2.0,10,4,16,50,0.0,1,0,D.Lock,,A.Okwuegbunam,,0,0
28761,pass,DEN,3.0,10,4,16,50,0.0,1,0,D.Lock,,,,0,0
28766,pass,LV,3.0,2,4,16,64,0.0,1,1,D.Carr,28.0,F.Moreau,28.0,1,0
28767,pass,ATL,1.0,10,1,16,80,0.0,1,0,M.Ryan,,,,0,0
28768,pass,ATL,2.0,10,1,16,80,0.0,1,1,M.Ryan,-1.0,C.Patterson,-1.0,0,0
28769,pass,ATL,3.0,11,1,16,81,0.0,1,1,M.Ryan,13.0,K.Pitts,13.0,1,0
28771,pass,ATL,2.0,7,1,16,65,0.0,1,0,M.Ryan,,,,0,0
28772,pass,ATL,3.0,10,1,16,68,0.0,1,0,M.Ryan,,,,0,0
28773,pass,DET,1.0,10,1,16,62,1.0,1,1,T.Boyle,13.0,J.Reynolds,13.0,1,0
28774,pass,DET,1.0,10,1,16,49,1.0,1,1,T.Boyle,0.0,A.St,0.0,0,0
28775,pass,DET,2.0,10,1,16,49,1.0,1,1,T.Boyle,4.0,J.Cabinda,4.0,0,0
28776,pass,DET,3.0,6,1,16,45,1.0,1,1,T.Boyle,8.0,A.St,8.0,1,0
28780,pass,DET,2.0,9,1,16,22,1.0,1,1,T.Boyle,-3.0,B.Wright,-3.0,0,0
28781,pass,DET,3.0,12,1,16,25,1.0,1,1,T.Boyle,12.0,A.St,12.0,1,0
28784,pass,DET,3.0,5,1,16,8,1.0,1,0,T.Boyle,,J.Reynolds,,0,0
28787,pass,ATL,3.0,6,1,16,71,0.0,1,0,M.Ryan,,O.Zaccheaus,,0,0
28789,pass,DET,2.0,7,1,16,87,0.0,1,1,T.Boyle,2.0,J.Cabinda,2.0,0,0
28790,pass,DET,3.0,5,1,16,85,0.0,1,0,T.Boyle,,J.Reynolds,,0,0
28791,pass,ATL,1.0,10,1,16,54,1.0,1,1,M.Ryan,9.0,H.Hurst,9.0,0,0
28793,pass,ATL,1.0,10,2,16,42,1.0,1,1,M.Ryan,15.0,R.Gage,15.0,1,0
28795,pass,ATL,2.0,8,2,16,25,1.0,1,1,M.Ryan,10.0,M.Hall,10.0,1,0
28797,pass,ATL,2.0,9,2,16,14,1.0,1,1,M.Ryan,8.0,K.Pitts,8.0,0,0
28803,pass,DET,2.0,12,2,16,63,0.0,1,1,T.Boyle,14.0,C.Reynolds,14.0,1,0
28807,pass,DET,4.0,6,2,16,45,0.0,1,1,J.Fox,21.0,K.Hodge,21.0,1,0
28809,pass,DET,2.0,6,2,16,20,0.0,1,0,T.Boyle,,J.Reynolds,,0,0
28810,pass,DET,3.0,6,2,16,20,0.0,1,1,T.Boyle,20.0,A.St,20.0,1,1
28811,pass,ATL,1.0,10,2,16,78,0.0,1,1,M.Ryan,17.0,O.Zaccheaus,17.0,1,0
28813,pass,ATL,2.0,2,2,16,53,0.0,1,1,M.Ryan,15.0,O.Zaccheaus,15.0,1,0
28815,pass,ATL,2.0,7,2,16,35,0.0,1,0,M.Ryan,,C.Patterson,,0,0
28816,pass,ATL,3.0,7,2,16,35,0.0,1,0,M.Ryan,,,,0,0
28817,pass,DET,1.0,10,2,16,75,0.0,1,1,T.Boyle,8.0,A.St,8.0,0,0
28818,pass,DET,2.0,2,2,16,67,0.0,1,1,T.Boyle,6.0,A.St,6.0,1,0
28819,pass,DET,1.0,10,2,16,61,0.0,1,0,T.Boyle,,J.Reynolds,,0,0
28820,pass,DET,2.0,10,2,16,61,0.0,1,0,T.Boyle,,K.Raymond,,0,0
28821,pass,DET,3.0,10,2,16,61,0.0,1,1,T.Boyle,8.0,T.Kennedy,8.0,0,0
28822,pass,DET,4.0,2,2,16,53,0.0,1,0,T.Boyle,,A.St,,0,0
28823,pass,DET,1.0,10,3,16,75,0.0,1,1,T.Boyle,2.0,B.Wright,2.0,0,0
28825,pass,DET,3.0,3,3,16,68,0.0,1,0,T.Boyle,,J.Reynolds,,0,0
28826,pass,ATL,1.0,10,3,16,89,0.0,1,1,M.Ryan,9.0,K.Pitts,9.0,0,0
28827,pass,ATL,2.0,11,3,16,90,0.0,1,1,M.Ryan,18.0,K.Pitts,18.0,1,0
28829,pass,ATL,2.0,8,3,16,70,0.0,1,1,M.Ryan,35.0,K.Pitts,35.0,1,0
28830,pass,ATL,1.0,10,3,16,35,0.0,1,0,M.Ryan,,O.Zaccheaus,,0,0
28831,pass,ATL,2.0,10,3,16,35,0.0,1,1,M.Ryan,5.0,C.Blake,5.0,0,0
28832,pass,ATL,3.0,5,3,16,30,0.0,1,0,M.Ryan,,,,0,0
28835,pass,DET,2.0,8,3,16,63,1.0,1,1,T.Boyle,6.0,K.Raymond,6.0,0,0
28837,pass,DET,1.0,10,3,16,54,1.0,1,1,T.Boyle,4.0,C.Reynolds,4.0,0,0
28840,pass,DET,1.0,10,3,16,37,1.0,1,1,T.Boyle,24.0,A.St,24.0,1,0
28843,pass,DET,3.0,16,3,16,19,1.0,1,0,T.Boyle,,A.St,,0,0
28846,pass,ATL,1.0,10,3,16,59,1.0,1,1,M.Ryan,7.0,M.Davis,7.0,0,0
28848,pass,ATL,1.0,10,3,16,49,1.0,1,0,M.Ryan,,R.Gage,,0,0
28849,pass,ATL,2.0,10,3,16,49,1.0,1,1,M.Ryan,13.0,R.Gage,13.0,1,0
28850,pass,ATL,1.0,10,4,16,36,1.0,1,1,M.Ryan,7.0,R.Gage,7.0,0,0
28852,pass,ATL,3.0,5,4,16,31,1.0,1,1,M.Ryan,19.0,K.Pitts,19.0,1,0
28853,pass,ATL,1.0,10,4,16,12,1.0,1,1,M.Ryan,12.0,H.Hurst,12.0,1,1
28854,pass,DET,1.0,10,4,16,74,1.0,1,1,T.Boyle,2.0,K.Raymond,2.0,0,0
28855,pass,DET,2.0,8,4,16,72,1.0,1,1,T.Boyle,23.0,J.Reynolds,23.0,1,0
28859,pass,DET,1.0,15,4,16,42,1.0,1,1,T.Boyle,5.0,A.St,5.0,0,0
28864,pass,DET,2.0,5,4,16,21,1.0,1,0,T.Boyle,,C.Reynolds,,0,0
28865,pass,DET,3.0,5,4,16,21,1.0,1,1,T.Boyle,4.0,C.Reynolds,4.0,0,0
28866,pass,DET,4.0,1,4,16,17,1.0,1,1,T.Boyle,4.0,K.Raymond,4.0,1,0
28868,pass,DET,2.0,10,4,16,13,1.0,1,1,T.Boyle,8.0,A.St,8.0,0,0
28872,pass,ATL,3.0,7,4,16,72,0.0,1,1,M.Ryan,4.0,R.Gage,4.0,0,0
28875,pass,DET,3.0,2,4,16,29,1.0,1,1,T.Boyle,5.0,B.Wright,5.0,1,0
28877,pass,DET,2.0,3,4,16,17,1.0,1,1,T.Boyle,8.0,T.Kennedy,8.0,1,0
28878,pass,DET,1.0,9,4,16,9,1.0,1,0,T.Boyle,,K.Raymond,,0,0
28882,pass,ARI,2.0,6,1,16,65,0.0,1,1,K.Murray,3.0,Z.Ertz,3.0,0,0
28883,pass,ARI,3.0,8,1,16,67,0.0,1,1,K.Murray,10.0,Z.Ertz,10.0,1,0
28885,pass,ARI,2.0,8,1,16,55,0.0,1,1,K.Murray,5.0,C.Edmonds,5.0,0,0
28886,pass,ARI,3.0,3,1,16,50,0.0,1,1,K.Murray,10.0,Z.Ertz,10.0,1,0
28887,pass,ARI,1.0,10,1,16,40,0.0,1,1,K.Murray,5.0,A.Wesley,5.0,0,0
28889,pass,ARI,3.0,3,1,16,33,0.0,1,0,K.Murray,,C.Kirk,,0,0
28892,pass,IND,2.0,7,1,16,13,1.0,1,1,C.Wentz,9.0,M.Pittman,9.0,1,0
28895,pass,IND,3.0,1,1,16,1,1.0,1,1,C.Wentz,1.0,T.Hilton,1.0,1,1
28896,pass,ARI,1.0,10,1,16,90,1.0,1,0,K.Murray,,C.Edmonds,,0,0
28897,pass,ARI,2.0,10,1,16,90,1.0,1,1,K.Murray,8.0,C.Kirk,8.0,0,0
28899,pass,ARI,1.0,10,1,16,72,1.0,1,1,K.Murray,13.0,C.Edmonds,13.0,1,0
28903,pass,IND,1.0,10,1,16,75,0.0,1,0,C.Wentz,,J.Taylor,,0,0
28904,pass,IND,2.0,10,1,16,75,0.0,1,1,C.Wentz,6.0,K.Granson,6.0,0,0
28905,pass,IND,3.0,4,1,16,69,0.0,1,1,C.Wentz,23.0,A.Dulin,23.0,1,0
28909,pass,IND,3.0,10,2,16,35,0.0,1,0,C.Wentz,,M.Alie-Cox,,0,0
28911,pass,ARI,2.0,9,2,16,56,0.0,1,1,K.Murray,7.0,C.Edmonds,7.0,0,0
28912,pass,ARI,3.0,2,2,16,49,0.0,1,1,K.Murray,11.0,Z.Ertz,11.0,1,0
28913,pass,ARI,1.0,10,2,16,38,0.0,1,1,K.Murray,4.0,Z.Ertz,4.0,0,0
28916,pass,ARI,4.0,5,2,16,33,0.0,1,0,K.Murray,,Z.Ertz,,0,0
28919,pass,IND,3.0,4,2,16,60,0.0,1,1,C.Wentz,10.0,M.Pittman,10.0,1,0
28921,pass,IND,2.0,17,2,16,52,0.0,1,1,C.Wentz,7.0,N.Hines,7.0,0,0
28922,pass,IND,3.0,15,2,16,50,0.0,1,1,C.Wentz,3.0,T.Hilton,3.0,0,0
28924,pass,ARI,2.0,10,2,16,92,0.0,1,1,K.Murray,3.0,D.Harris,3.0,0,0
28925,pass,ARI,3.0,7,2,16,89,0.0,1,0,K.Murray,,,,0,0
28929,pass,IND,1.0,10,2,16,58,1.0,1,1,C.Wentz,12.0,M.Pittman,12.0,1,0
28930,pass,IND,1.0,10,2,16,46,1.0,1,1,C.Wentz,14.0,M.Pittman,14.0,1,0
28931,pass,IND,1.0,10,2,16,32,1.0,1,1,C.Wentz,7.0,M.Pittman,7.0,0,0
28932,pass,IND,1.0,20,2,16,23,1.0,1,1,C.Wentz,5.0,M.Alie-Cox,5.0,0,0
28934,pass,IND,3.0,20,2,16,23,1.0,1,0,C.Wentz,,M.Alie-Cox,,0,0
28935,pass,IND,1.0,10,3,16,75,0.0,1,0,C.Wentz,,M.Pittman,,0,0
28936,pass,IND,1.0,10,3,16,60,0.0,1,0,C.Wentz,,A.Dulin,,0,0
28939,pass,IND,2.0,11,3,16,50,0.0,1,0,C.Wentz,,M.Pittman,,0,0
28940,pass,IND,3.0,11,3,16,50,0.0,1,0,C.Wentz,,,,0,0
28941,pass,ARI,1.0,10,3,16,42,0.0,1,1,K.Murray,11.0,C.Edmonds,11.0,1,0
28942,pass,ARI,1.0,10,3,16,31,0.0,1,1,K.Murray,7.0,C.Kirk,0.0,0,0
28943,pass,ARI,2.0,3,3,16,24,0.0,1,1,K.Murray,24.0,A.Wesley,24.0,1,1
28944,pass,IND,1.0,10,3,16,75,0.0,1,1,C.Wentz,5.0,M.Pittman,5.0,0,0
28947,pass,IND,1.0,10,3,16,60,0.0,1,0,C.Wentz,,T.Hilton,,0,0
28952,pass,IND,4.0,4,3,16,36,0.0,1,0,C.Wentz,,M.Pittman,,0,0
