,play_type,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,pass_attempt,complete_pass,passer,passing_yards,receiver,receiving_yards,first_down,touchdown
15778,pass,PIT,1.0,4,2,9,4,1.0,1,0,B.Roethlisberger,,C.Claypool,,0,0
15779,pass,PIT,2.0,4,2,9,4,1.0,1,0,B.Roethlisberger,,,,0,0
15780,pass,PIT,3.0,4,2,9,4,1.0,1,1,B.Roethlisberger,4.0,P.Freiermuth,4.0,1,1
15782,pass,CHI,2.0,9,2,9,74,0.0,1,0,J.Fields,,M.Goodwin,,0,0
15784,pass,PIT,1.0,10,2,9,83,0.0,1,1,B.Roethlisberger,0.0,C.Claypool,0.0,0,0
15787,pass,PIT,3.0,14,2,9,87,0.0,1,1,B.Roethlisberger,7.0,P.Freiermuth,7.0,0,0
15788,pass,CHI,1.0,10,2,9,52,0.0,1,1,J.Fields,25.0,C.Kmet,25.0,1,0
15790,pass,CHI,2.0,8,2,9,25,0.0,1,0,J.Fields,,,,0,0
15791,pass,CHI,3.0,23,2,9,40,0.0,1,0,J.Fields,,C.Kmet,,0,0
15792,pass,PIT,1.0,10,2,9,91,0.0,1,1,B.Roethlisberger,3.0,D.Watt,3.0,0,0
15794,pass,PIT,3.0,2,2,9,83,0.0,1,1,B.Roethlisberger,1.0,K.Rader,1.0,0,0
15801,pass,CHI,1.0,10,2,9,39,1.0,1,1,J.Fields,8.0,C.Kmet,8.0,0,0
15802,pass,CHI,2.0,2,2,9,31,1.0,1,1,J.Fields,21.0,C.Kmet,21.0,1,0
15804,pass,CHI,2.0,7,2,9,7,1.0,1,0,J.Fields,,J.Graham,,0,0
15805,pass,CHI,3.0,12,2,9,12,1.0,1,0,J.Fields,,J.Graham,,0,0
15807,pass,PIT,2.0,6,3,9,51,0.0,1,1,B.Roethlisberger,3.0,N.Harris,3.0,0,0
15808,pass,PIT,3.0,3,3,9,48,0.0,1,0,B.Roethlisberger,,J.Washington,,0,0
15810,pass,CHI,2.0,8,3,9,91,1.0,1,0,J.Fields,,D.Mooney,,0,0
15811,pass,CHI,3.0,8,3,9,91,1.0,1,1,J.Fields,17.0,A.Robinson,17.0,1,0
15813,pass,CHI,1.0,10,3,9,64,1.0,1,1,J.Fields,50.0,M.Goodwin,50.0,1,0
15814,pass,CHI,1.0,10,3,9,14,1.0,1,1,J.Fields,10.0,C.Kmet,10.0,1,0
15817,pass,CHI,3.0,15,3,9,15,1.0,1,1,J.Fields,11.0,D.Montgomery,11.0,0,0
15818,pass,PIT,1.0,10,3,9,75,1.0,1,1,B.Roethlisberger,42.0,J.Washington,42.0,1,0
15825,pass,PIT,2.0,8,3,9,10,1.0,1,0,B.Roethlisberger,,C.Claypool,,0,0
15826,pass,PIT,3.0,8,3,9,10,1.0,1,1,B.Roethlisberger,10.0,P.Freiermuth,10.0,1,1
15829,pass,CHI,2.0,5,3,9,65,1.0,1,1,J.Fields,20.0,D.Mooney,20.0,1,0
15831,pass,CHI,2.0,8,4,9,43,1.0,1,1,J.Fields,28.0,J.Graham,28.0,1,0
15833,pass,PIT,1.0,10,4,9,45,0.0,1,1,B.Roethlisberger,9.0,N.Harris,9.0,0,0
15839,pass,PIT,1.0,10,4,9,31,0.0,1,0,B.Roethlisberger,,,,0,0
15841,pass,PIT,3.0,18,4,9,39,0.0,1,0,B.Roethlisberger,,D.Johnson,,0,0
15842,pass,CHI,1.0,10,4,9,80,0.0,1,0,J.Fields,,A.Robinson,,0,0
15843,pass,CHI,2.0,10,4,9,80,0.0,1,1,J.Fields,5.0,D.Mooney,5.0,0,0
15844,pass,CHI,3.0,5,4,9,75,0.0,1,0,J.Fields,,,,0,0
15846,pass,PIT,1.0,10,4,9,62,0.0,1,1,B.Roethlisberger,4.0,C.Claypool,4.0,0,0
15848,pass,PIT,3.0,7,4,9,59,0.0,1,1,B.Roethlisberger,10.0,D.Johnson,10.0,1,0
15849,pass,PIT,1.0,10,4,9,49,0.0,1,1,B.Roethlisberger,2.0,K.Ballage,2.0,0,0
15850,pass,PIT,2.0,8,4,9,47,0.0,1,0,B.Roethlisberger,,,,0,0
15851,pass,PIT,3.0,8,4,9,47,0.0,1,0,B.Roethlisberger,,,,1,0
15853,pass,PIT,2.0,7,4,9,36,0.0,1,0,B.Roethlisberger,,,,0,0
15854,pass,PIT,3.0,16,4,9,45,0.0,1,1,B.Roethlisberger,11.0,D.Johnson,11.0,0,0
15855,pass,CHI,1.0,10,4,9,75,1.0,1,1,J.Fields,9.0,A.Robinson,9.0,0,0
15856,pass,CHI,2.0,1,4,9,66,1.0,1,0,J.Fields,,D.Mooney,,0,0
15858,pass,CHI,1.0,10,4,9,63,1.0,1,0,J.Fields,,A.Robinson,,0,0
15860,pass,CHI,3.0,2,4,9,55,1.0,1,1,J.Fields,39.0,A.Robinson,39.0,1,0
15861,pass,CHI,1.0,10,4,9,16,1.0,1,1,J.Fields,16.0,D.Mooney,16.0,1,1
15862,pass,PIT,1.0,10,4,9,75,0.0,1,1,B.Roethlisberger,4.0,N.Harris,4.0,0,0
15863,pass,PIT,2.0,6,4,9,71,0.0,1,1,B.Roethlisberger,12.0,R.McCloud,12.0,1,0
15864,pass,PIT,1.0,5,4,9,54,0.0,1,1,B.Roethlisberger,22.0,D.Johnson,22.0,1,0
15865,pass,PIT,1.0,15,4,9,37,0.0,1,1,B.Roethlisberger,13.0,P.Freiermuth,13.0,0,0
15867,pass,CHI,1.0,10,4,9,75,0.0,1,0,J.Fields,,C.Kmet,,0,0
15868,pass,CHI,1.0,10,4,9,70,0.0,1,1,J.Fields,11.0,C.Kmet,11.0,1,0
15869,pass,CHI,1.0,10,4,9,59,0.0,1,1,J.Fields,12.0,C.Kmet,12.0,1,0
15870,pass,CHI,1.0,10,4,9,47,0.0,1,0,J.Fields,,M.Goodwin,,0,0
15873,pass,CIN,3.0,7,1,9,75,1.0,1,1,J.Burrow,11.0,T.Higgins,11.0,1,0
15874,pass,CIN,1.0,10,1,9,64,1.0,1,1,J.Burrow,11.0,J.Mixon,11.0,1,0
15875,pass,CIN,1.0,10,1,9,53,1.0,1,1,J.Burrow,9.0,J.Mixon,9.0,0,0
15877,pass,CIN,1.0,10,1,9,42,1.0,1,1,J.Burrow,20.0,T.Higgins,20.0,1,0
15878,pass,CIN,1.0,10,1,9,22,1.0,1,1,J.Burrow,15.0,J.Chase,15.0,1,0
15880,pass,CIN,2.0,7,1,9,7,1.0,1,0,J.Burrow,,C.Uzomah,,0,0
15881,pass,CIN,3.0,3,1,9,3,1.0,1,0,J.Burrow,,J.Chase,,0,1
15882,pass,CIN,1.0,5,1,9,70,1.0,1,0,J.Burrow,,J.Chase,,0,0
15883,pass,CIN,2.0,5,1,9,70,1.0,1,1,J.Burrow,19.0,D.Sample,19.0,1,0
15885,pass,CIN,2.0,7,1,9,48,1.0,1,1,J.Burrow,16.0,M.Thomas,16.0,1,0
15887,pass,CIN,2.0,7,1,9,29,1.0,1,0,J.Burrow,,J.Chase,,0,0
15888,pass,CIN,3.0,7,1,9,29,1.0,1,1,J.Burrow,9.0,S.Perine,9.0,1,0
15889,pass,CIN,1.0,10,1,9,20,1.0,1,1,J.Burrow,9.0,T.Higgins,9.0,0,0
15892,pass,CLE,1.0,10,1,9,64,1.0,1,1,B.Mayfield,3.0,N.Chubb,3.0,0,0
15893,pass,CLE,2.0,7,1,9,61,1.0,1,1,B.Mayfield,23.0,N.Chubb,23.0,1,0
15894,pass,CLE,1.0,10,1,9,38,1.0,1,1,B.Mayfield,3.0,A.Hooper,3.0,0,0
15897,pass,CLE,2.0,15,1,9,18,1.0,1,1,B.Mayfield,11.0,A.Hooper,11.0,0,0
15898,pass,CLE,1.0,1,2,9,1,1.0,1,0,B.Mayfield,,D.Njoku,,0,0
15900,pass,CIN,1.0,10,2,9,74,0.0,1,1,J.Burrow,5.0,C.Uzomah,5.0,0,0
15901,pass,CIN,2.0,5,2,9,69,0.0,1,1,J.Burrow,11.0,T.Higgins,11.0,1,0
15904,pass,CIN,1.0,10,2,9,47,0.0,1,0,J.Burrow,,,,0,0
15905,pass,CIN,2.0,19,2,9,56,0.0,1,1,J.Burrow,16.0,T.Higgins,16.0,0,0
15906,pass,CIN,3.0,3,2,9,40,0.0,1,0,J.Burrow,,S.Perine,,0,0
15907,pass,CIN,4.0,3,2,9,40,0.0,1,0,J.Burrow,,T.Boyd,,0,0
15908,pass,CLE,1.0,10,2,9,60,0.0,1,1,B.Mayfield,60.0,D.Peoples-Jones,60.0,1,1
15909,pass,CIN,1.0,10,2,9,82,0.0,1,1,J.Burrow,6.0,J.Chase,6.0,0,0
15911,pass,CIN,3.0,1,2,9,73,0.0,1,1,J.Burrow,12.0,J.Mixon,12.0,1,0
15913,pass,CIN,2.0,10,2,9,61,0.0,1,1,J.Burrow,5.0,J.Chase,5.0,0,0
15915,pass,CLE,2.0,8,2,9,28,1.0,1,1,B.Mayfield,15.0,A.Schwartz,15.0,1,0
15916,pass,CLE,1.0,10,2,9,13,1.0,1,1,B.Mayfield,6.0,J.Landry,6.0,0,0
15921,pass,CIN,1.0,10,2,9,50,1.0,1,1,J.Burrow,5.0,J.Chase,5.0,0,0
15922,pass,CIN,2.0,5,2,9,45,1.0,1,1,J.Burrow,12.0,C.Uzomah,12.0,1,0
15924,pass,CIN,2.0,8,2,9,31,1.0,1,0,J.Burrow,,,,1,0
15925,pass,CIN,1.0,10,2,9,16,1.0,1,0,J.Burrow,,,,0,0
15926,pass,CIN,2.0,11,2,9,17,1.0,1,0,J.Burrow,,T.Higgins,,0,0
15927,pass,CIN,3.0,11,2,9,17,1.0,1,1,J.Burrow,8.0,S.Perine,8.0,0,0
15928,pass,CLE,1.0,10,3,9,75,0.0,1,0,B.Mayfield,,D.Peoples-Jones,,0,0
15929,pass,CLE,2.0,10,3,9,75,0.0,1,1,B.Mayfield,5.0,H.Bryant,5.0,0,0
15930,pass,CLE,3.0,5,3,9,70,0.0,1,1,B.Mayfield,22.0,D.Felton,22.0,1,0
15932,pass,CLE,2.0,9,3,9,47,0.0,1,1,B.Mayfield,7.0,J.Landry,7.0,0,0
15933,pass,CLE,3.0,2,3,9,40,0.0,1,0,B.Mayfield,,,,0,0
15935,pass,CIN,2.0,8,3,9,85,0.0,1,1,J.Burrow,11.0,J.Mixon,11.0,1,0
15937,pass,CIN,2.0,6,3,9,70,0.0,1,0,J.Burrow,,,,0,0
15938,pass,CIN,3.0,12,3,9,76,0.0,1,1,J.Burrow,9.0,J.Chase,9.0,0,0
15939,pass,CLE,1.0,10,3,9,70,0.0,1,0,B.Mayfield,,,,0,0
15941,pass,CIN,1.0,10,3,9,75,0.0,1,1,J.Burrow,3.0,C.Uzomah,3.0,0,0
15942,pass,CIN,2.0,7,3,9,72,0.0,1,1,J.Burrow,3.0,J.Mixon,3.0,0,0
15943,pass,CIN,3.0,4,3,9,69,0.0,1,0,J.Burrow,,J.Chase,,0,0
15944,pass,CLE,1.0,8,3,9,8,1.0,1,0,B.Mayfield,,J.Landry,,0,0
15946,pass,CLE,3.0,6,3,9,6,1.0,1,0,B.Mayfield,,D.Njoku,,0,0
15948,pass,CIN,2.0,10,3,9,75,0.0,1,1,J.Burrow,4.0,C.Uzomah,4.0,0,0
15949,pass,CIN,3.0,6,3,9,71,0.0,1,0,J.Burrow,,,,0,0
15951,pass,CLE,2.0,9,3,9,69,0.0,1,1,B.Mayfield,-2.0,J.Landry,-2.0,0,0
15952,pass,CLE,3.0,11,3,9,71,0.0,1,0,B.Mayfield,,,,0,0
15953,pass,CIN,1.0,10,3,9,60,1.0,1,1,J.Burrow,11.0,C.Evans,11.0,1,0
15954,pass,CIN,1.0,10,3,9,34,1.0,1,1,J.Burrow,11.0,D.Sample,11.0,1,0
15955,pass,CIN,1.0,10,3,9,23,1.0,1,0,J.Burrow,,J.Chase,,0,0
15956,pass,CIN,2.0,10,3,9,23,1.0,1,1,J.Burrow,11.0,T.Higgins,11.0,1,0
15958,pass,CIN,2.0,9,4,9,11,1.0,1,1,J.Burrow,9.0,J.Chase,9.0,1,0
15961,pass,CLE,1.0,10,4,9,75,0.0,1,1,B.Mayfield,21.0,H.Bryant,21.0,1,0
15964,pass,CLE,1.0,10,4,9,43,0.0,1,0,B.Mayfield,,J.Landry,,0,0
15968,pass,CLE,3.0,4,4,9,27,0.0,1,0,B.Mayfield,,,,0,0
15969,pass,CIN,1.0,10,4,9,65,0.0,1,0,J.Burrow,,J.Chase,,0,0
15970,pass,CIN,2.0,10,4,9,65,0.0,1,0,J.Burrow,,,,0,0
15971,pass,CIN,3.0,25,4,9,80,0.0,1,1,J.Burrow,11.0,T.Boyd,11.0,0,0
15972,pass,CIN,4.0,14,4,9,69,0.0,1,0,J.Burrow,,T.Higgins,,0,0
15975,pass,CLE,3.0,9,4,9,29,1.0,1,1,B.Mayfield,26.0,D.Peoples-Jones,26.0,1,0
15978,pass,CLE,3.0,18,4,9,18,1.0,1,1,B.Mayfield,18.0,D.Njoku,18.0,1,1
15980,pass,CIN,1.0,10,4,9,55,0.0,1,1,B.Allen,6.0,D.Sample,6.0,0,0
15981,pass,CIN,2.0,4,4,9,49,0.0,1,0,B.Allen,,J.Chase,,0,0
15988,pass,DAL,1.0,10,1,9,47,0.0,1,0,D.Prescott,,A.Cooper,,0,0
15990,pass,DAL,3.0,6,1,9,43,0.0,1,1,D.Prescott,5.0,A.Cooper,5.0,0,0
15992,pass,DEN,1.0,10,1,9,61,0.0,1,0,T.Bridgewater,,,,0,0
15994,pass,DEN,3.0,20,1,9,71,0.0,1,0,T.Bridgewater,,A.Okwuegbunam,,0,0
15995,pass,DAL,1.0,10,1,9,78,0.0,1,0,D.Prescott,,S.McKeon,,0,0
15997,pass,DAL,1.0,10,1,9,68,0.0,1,1,D.Prescott,0.0,E.Elliott,0.0,0,0
15999,pass,DAL,3.0,2,1,9,60,0.0,1,1,D.Prescott,32.0,A.Cooper,32.0,1,0
16000,pass,DAL,1.0,10,1,9,28,0.0,1,0,D.Prescott,,C.Lamb,,0,0
16003,pass,DAL,4.0,2,1,9,20,0.0,1,0,D.Prescott,,C.Wilson,,0,0
16004,pass,DEN,1.0,10,1,9,80,1.0,1,1,T.Bridgewater,-3.0,A.Okwuegbunam,-3.0,0,0
16008,pass,DEN,2.0,13,1,9,55,1.0,1,1,T.Bridgewater,25.0,J.Jeudy,25.0,1,0
16012,pass,DEN,2.0,14,1,9,14,1.0,1,1,T.Bridgewater,5.0,J.Jeudy,5.0,0,0
16018,pass,DAL,3.0,1,1,9,55,0.0,1,0,D.Prescott,,N.Brown,,0,0
16019,pass,DEN,1.0,10,2,9,80,0.0,1,1,T.Bridgewater,8.0,A.Okwuegbunam,8.0,0,0
16021,pass,DEN,1.0,10,2,9,55,0.0,1,0,T.Bridgewater,,,,0,0
16023,pass,DEN,3.0,10,2,9,55,0.0,1,1,T.Bridgewater,11.0,T.Patrick,11.0,1,0
16024,pass,DEN,1.0,10,2,9,44,0.0,1,1,T.Bridgewater,44.0,T.Patrick,44.0,1,1
16025,pass,DAL,1.0,10,2,9,75,0.0,1,1,D.Prescott,17.0,D.Schultz,17.0,1,0
16027,pass,DAL,2.0,7,2,9,55,0.0,1,0,D.Prescott,,T.Pollard,,0,0
16028,pass,DAL,3.0,7,2,9,55,0.0,1,0,D.Prescott,,C.Lamb,,0,0
16029,pass,DEN,1.0,20,2,9,90,0.0,1,0,T.Bridgewater,,,,0,0
16031,pass,DEN,3.0,8,2,9,78,0.0,1,1,T.Bridgewater,19.0,T.Patrick,19.0,1,0
16032,pass,DEN,1.0,10,2,9,59,0.0,1,1,T.Bridgewater,7.0,M.Gordon,7.0,0,0
16037,pass,DEN,2.0,8,2,9,35,0.0,1,1,T.Bridgewater,6.0,E.Saubert,6.0,0,0
16038,pass,DEN,3.0,2,2,9,29,0.0,1,0,T.Bridgewater,,,,0,0
16040,pass,DAL,2.0,12,2,9,77,0.0,1,1,D.Prescott,21.0,E.Elliott,21.0,1,0
16041,pass,DAL,1.0,10,2,9,56,0.0,1,0,D.Prescott,,D.Schultz,,0,0
16042,pass,DAL,2.0,10,2,9,56,0.0,1,0,D.Prescott,,,,0,0
16043,pass,DAL,3.0,21,2,9,67,0.0,1,0,D.Prescott,,A.Cooper,,0,0
16044,pass,DEN,1.0,10,2,9,88,0.0,1,1,T.Bridgewater,9.0,C.Sutton,9.0,0,0
16046,pass,DEN,1.0,10,2,9,77,0.0,1,1,T.Bridgewater,17.0,A.Okwuegbunam,17.0,1,0
16047,pass,DEN,1.0,10,2,9,60,0.0,1,0,T.Bridgewater,,J.Jeudy,,0,0
16048,pass,DEN,2.0,10,2,9,60,0.0,1,1,T.Bridgewater,6.0,J.Jeudy,6.0,0,0
16049,pass,DEN,1.0,10,2,9,49,0.0,1,0,T.Bridgewater,,,,0,0
16051,pass,DEN,2.0,8,3,9,77,0.0,1,1,T.Bridgewater,3.0,A.Okwuegbunam,3.0,0,0
16052,pass,DEN,3.0,5,3,9,74,0.0,1,0,T.Bridgewater,,,,0,0
16053,pass,DEN,1.0,10,3,9,81,1.0,1,0,T.Bridgewater,,C.Sutton,,0,0
16056,pass,DEN,2.0,8,3,9,49,1.0,1,0,T.Bridgewater,,,,0,0
16057,pass,DEN,3.0,8,3,9,49,1.0,1,1,T.Bridgewater,11.0,T.Patrick,11.0,1,0
16058,pass,DEN,1.0,10,3,9,38,1.0,1,1,T.Bridgewater,20.0,J.Jeudy,20.0,1,0
16059,pass,DEN,1.0,10,3,9,18,1.0,1,0,T.Bridgewater,,,,0,0
16061,pass,DEN,3.0,9,3,9,17,1.0,1,1,T.Bridgewater,8.0,M.Gordon,8.0,0,0
16064,pass,DAL,3.0,1,3,9,60,0.0,1,0,D.Prescott,,A.Cooper,,0,0
16065,pass,DAL,4.0,1,3,9,60,0.0,1,0,D.Prescott,,C.Lamb,,0,0
16067,pass,DEN,2.0,9,3,9,39,0.0,1,1,T.Bridgewater,-3.0,J.Jeudy,-3.0,0,0
16069,pass,DAL,1.0,10,3,9,57,0.0,1,0,D.Prescott,,C.Lamb,,0,0
16070,pass,DAL,2.0,10,3,9,57,0.0,1,1,D.Prescott,4.0,C.Wilson,4.0,0,0
16071,pass,DAL,3.0,6,3,9,53,0.0,1,0,D.Prescott,,C.Wilson,,0,0
16072,pass,DEN,1.0,17,3,9,92,1.0,1,0,T.Bridgewater,,T.Patrick,,0,0
16074,pass,DEN,3.0,3,3,9,78,1.0,1,1,T.Bridgewater,16.0,J.Jeudy,16.0,1,0
16080,pass,DEN,2.0,14,4,9,43,1.0,1,0,T.Bridgewater,,J.Jeudy,,0,0
16081,pass,DEN,3.0,14,4,9,43,1.0,1,1,T.Bridgewater,40.0,K.Hinton,40.0,1,0
16085,pass,DEN,,0,4,9,2,1.0,1,0,T.Bridgewater,,C.Sutton,,0,0
16086,pass,DAL,1.0,20,4,9,85,0.0,1,1,D.Prescott,18.0,C.Lamb,18.0,0,0
16087,pass,DAL,2.0,12,4,9,77,0.0,1,1,D.Prescott,5.0,C.Lamb,5.0,0,0
16088,pass,DAL,3.0,7,4,9,72,0.0,1,0,D.Prescott,,C.Wilson,,0,0
16089,pass,DAL,4.0,7,4,9,72,0.0,1,0,D.Prescott,,C.Lamb,,0,0
16095,pass,DAL,2.0,5,4,9,70,1.0,1,0,D.Prescott,,C.Lamb,,0,0
16097,pass,DAL,1.0,10,4,9,60,1.0,1,0,D.Prescott,,,,0,0
16098,pass,DAL,2.0,19,4,9,69,1.0,1,1,D.Prescott,4.0,M.Turner,4.0,0,0
16099,pass,DAL,3.0,15,4,9,65,1.0,1,1,D.Prescott,24.0,C.Wilson,24.0,1,0
16100,pass,DAL,1.0,10,4,9,41,1.0,1,1,D.Prescott,9.0,M.Turner,9.0,0,0
16101,pass,DAL,2.0,6,4,9,37,1.0,1,1,D.Prescott,32.0,T.Pollard,32.0,1,0
16102,pass,DAL,1.0,5,4,9,5,1.0,1,1,D.Prescott,5.0,M.Turner,5.0,1,1
16107,pass,DAL,1.0,10,4,9,65,1.0,1,0,D.Prescott,,S.McKeon,,0,0
16109,pass,DAL,3.0,1,4,9,56,1.0,1,1,D.Prescott,10.0,D.Schultz,10.0,1,0
16110,pass,DAL,1.0,10,4,9,46,1.0,1,0,D.Prescott,,C.Lamb,,0,0
16111,pass,DAL,2.0,10,4,9,46,1.0,1,1,D.Prescott,7.0,D.Schultz,7.0,0,0
16112,pass,DAL,3.0,3,4,9,39,1.0,1,1,D.Prescott,4.0,E.Elliott,4.0,1,0
16113,pass,DAL,1.0,10,4,9,35,1.0,1,0,D.Prescott,,M.Turner,,0,0
16114,pass,DAL,2.0,10,4,9,35,1.0,1,1,D.Prescott,20.0,D.Schultz,20.0,1,0
16115,pass,DAL,1.0,10,4,9,15,1.0,1,1,D.Prescott,11.0,M.Turner,11.0,1,0
16116,pass,DAL,1.0,4,4,9,4,1.0,1,0,D.Prescott,,M.Turner,,0,0
16117,pass,DAL,2.0,4,4,9,4,1.0,1,1,D.Prescott,4.0,M.Turner,4.0,1,1
16119,pass,GB,1.0,10,1,9,76,0.0,1,0,J.Love,,D.Dafney,,0,0
16121,pass,GB,3.0,6,1,9,72,0.0,1,0,J.Love,,A.Jones,,0,0
16122,pass,KC,1.0,10,1,9,64,1.0,1,1,P.Mahomes,2.0,T.Hill,2.0,0,0
16123,pass,KC,2.0,8,1,9,62,1.0,1,0,P.Mahomes,,T.Hill,,0,0
16124,pass,KC,3.0,8,1,9,62,1.0,1,1,P.Mahomes,7.0,T.Kelce,7.0,0,0
16126,pass,KC,1.0,10,1,9,44,1.0,1,1,P.Mahomes,10.0,T.Hill,10.0,1,0
16129,pass,KC,1.0,10,1,9,20,1.0,1,0,P.Mahomes,,,,0,0
16131,pass,KC,1.0,10,1,9,13,1.0,1,1,P.Mahomes,4.0,M.Hardman,4.0,0,0
16132,pass,KC,2.0,6,1,9,9,1.0,1,1,P.Mahomes,2.0,D.Robinson,2.0,0,0
16136,pass,KC,3.0,1,1,9,1,1.0,1,1,P.Mahomes,1.0,T.Kelce,1.0,1,1
16139,pass,GB,1.0,10,1,9,51,0.0,1,1,J.Love,10.0,D.Adams,10.0,1,0
16141,pass,GB,2.0,8,1,9,39,0.0,1,1,J.Love,15.0,A.Dillon,15.0,1,0
16144,pass,GB,3.0,8,1,9,22,0.0,1,0,J.Love,,A.Jones,,0,0
16145,pass,KC,1.0,10,1,9,70,0.0,1,0,P.Mahomes,,T.Kelce,,0,0
16146,pass,KC,2.0,10,1,9,70,0.0,1,1,P.Mahomes,7.0,Da.Williams,7.0,0,0
16147,pass,KC,3.0,3,1,9,63,0.0,1,1,P.Mahomes,2.0,J.McKinnon,2.0,0,0
16148,pass,KC,4.0,1,2,9,61,0.0,1,1,P.Mahomes,-2.0,Da.Williams,-2.0,0,0
16152,pass,GB,2.0,17,2,9,30,1.0,1,1,J.Love,5.0,A.Dillon,5.0,0,0
16153,pass,GB,3.0,12,2,9,25,1.0,1,1,J.Love,6.0,D.Adams,6.0,0,0
16155,pass,KC,2.0,4,2,9,75,0.0,1,1,P.Mahomes,7.0,M.Hardman,7.0,1,0
16156,pass,KC,1.0,10,2,9,68,0.0,1,1,P.Mahomes,12.0,T.Hill,12.0,1,0
16157,pass,KC,1.0,10,2,9,56,0.0,1,0,P.Mahomes,,M.Hardman,,0,0
16158,pass,KC,2.0,10,2,9,56,0.0,1,0,P.Mahomes,,T.Kelce,,0,0
16159,pass,KC,3.0,10,2,9,56,0.0,1,0,P.Mahomes,,T.Hill,,0,0
16160,pass,GB,1.0,10,2,9,98,0.0,1,1,J.Love,21.0,A.Dillon,21.0,1,0
16165,pass,GB,3.0,6,2,9,55,0.0,1,0,J.Love,,D.Adams,,0,0
16166,pass,KC,1.0,10,2,9,80,0.0,1,0,P.Mahomes,,T.Hill,,0,0
16170,pass,KC,2.0,3,2,9,3,1.0,1,0,P.Mahomes,,M.Hardman,,0,0
16171,pass,KC,3.0,3,2,9,3,1.0,1,1,P.Mahomes,2.0,Da.Williams,2.0,0,0
16172,pass,GB,1.0,10,2,9,78,0.0,1,1,J.Love,35.0,R.Cobb,35.0,1,0
16173,pass,GB,1.0,10,2,9,43,0.0,1,1,J.Love,0.0,R.Cobb,0.0,0,0
16175,pass,GB,3.0,5,2,9,38,0.0,1,0,J.Love,,D.Adams,,0,0
16176,pass,GB,4.0,5,2,9,38,0.0,1,0,J.Love,,D.Adams,,0,0
16177,pass,KC,1.0,10,2,9,62,0.0,1,0,P.Mahomes,,T.Hill,,0,0
16178,pass,KC,2.0,10,2,9,62,0.0,1,1,P.Mahomes,25.0,T.Kelce,25.0,1,0
16179,pass,KC,1.0,10,2,9,37,0.0,1,0,P.Mahomes,,T.Hill,,0,0
16180,pass,KC,2.0,10,2,9,37,0.0,1,0,P.Mahomes,,Da.Williams,,0,0
16181,pass,KC,1.0,10,3,9,75,0.0,1,0,P.Mahomes,,J.Gordon,,0,0
16182,pass,KC,2.0,10,3,9,75,0.0,1,1,P.Mahomes,6.0,D.Gore,6.0,0,0
16183,pass,KC,3.0,4,3,9,69,0.0,1,0,P.Mahomes,,,,0,0
16184,pass,GB,1.0,10,3,9,88,0.0,1,0,J.Love,,,,0,0
16188,pass,KC,2.0,3,3,9,70,0.0,1,0,P.Mahomes,,B.Bell,,0,0
16189,pass,KC,3.0,3,3,9,70,0.0,1,0,P.Mahomes,,T.Kelce,,0,0
16190,pass,GB,1.0,10,3,9,85,0.0,1,1,J.Love,11.0,J.Deguara,11.0,1,0
16194,pass,GB,2.0,8,3,9,57,0.0,1,1,J.Love,-1.0,M.Lewis,-1.0,0,0
16195,pass,GB,3.0,9,3,9,58,0.0,1,0,J.Love,,,,0,0
16201,pass,KC,2.0,17,3,9,85,0.0,1,1,P.Mahomes,14.0,J.McKinnon,14.0,0,0
16202,pass,KC,3.0,3,3,9,71,0.0,1,1,P.Mahomes,10.0,J.McKinnon,10.0,1,0
16204,pass,KC,2.0,14,3,9,65,0.0,1,1,P.Mahomes,13.0,T.Kelce,13.0,0,0
16205,pass,KC,3.0,1,3,9,52,0.0,1,0,P.Mahomes,,M.Hardman,,0,0
16207,pass,GB,2.0,12,4,9,94,0.0,1,1,J.Love,14.0,D.Adams,14.0,1,0
16208,pass,GB,1.0,10,4,9,80,0.0,1,1,J.Love,16.0,M.Valdes-Scantling,16.0,1,0
16209,pass,GB,1.0,10,4,9,64,0.0,1,1,J.Love,3.0,M.Valdes-Scantling,3.0,0,0
16210,pass,GB,2.0,7,4,9,61,0.0,1,1,J.Love,8.0,D.Adams,8.0,1,0
16212,pass,GB,2.0,6,4,9,46,0.0,1,1,J.Love,3.0,A.Dillon,3.0,0,0
16213,pass,GB,3.0,3,4,9,43,0.0,1,1,J.Love,2.0,D.Adams,2.0,0,0
16214,pass,GB,4.0,1,4,9,41,0.0,1,1,J.Love,2.0,D.Adams,2.0,1,0
16217,pass,GB,1.0,10,4,9,24,0.0,1,0,J.Love,,,,0,0
16218,pass,GB,2.0,10,4,9,24,0.0,1,0,J.Love,,D.Adams,,0,0
16219,pass,GB,3.0,10,4,9,24,0.0,1,0,J.Love,,D.Adams,,0,0
16221,pass,KC,2.0,11,4,9,96,0.0,1,0,P.Mahomes,,T.Hill,,0,0
16222,pass,KC,3.0,11,4,9,96,0.0,1,0,P.Mahomes,,T.Hill,,0,0
16223,pass,GB,1.0,10,4,9,53,0.0,1,0,J.Love,,D.Adams,,0,0
16224,pass,GB,2.0,10,4,9,53,0.0,1,0,J.Love,,D.Adams,,0,0
16225,pass,GB,3.0,10,4,9,53,0.0,1,1,J.Love,15.0,R.Cobb,15.0,1,0
16226,pass,GB,1.0,10,4,9,38,0.0,1,0,J.Love,,D.Adams,,0,0
